NMEA|NMEA|NMEA|MSG|REPEAT|MMSI|SEQNO|DEST|RETRANS|DAC|FID|SUB
||!AIVDM,1,1,,A,63P<so`0SJP@>P7ta7;jtLMlpP,4*1D|6|0|235092958|2|2320900|0|232|1|
||!AIVDM,1,1,,B,63MAF:h0SJPB>P6v4?FkqvRRn0,4*56|6|0|232019499|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63P<so`0SJPB>P7ta7;jtLMlpP,4*1F|6|0|235092958|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:gGh0SJP@>P5HdV@t`aVk10,4*14|6|0|235056991|0|2320900|0|232|1|
||!AIVDM,1,1,,A,63P7Mm40SJP@>P5Kbm`Vc@dpdh,4*7F|6|0|235003348|1|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:gLp0SJP@>P6l?pvwKM?GC@,4*28|6|0|235057011|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P7MlT0SJPB>P7L6A7qoKH=;h,4*28|6|0|235003346|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63MA?Q40SJP@>P7OBk8Abu0bA0,4*3A|6|0|232017796|1|2320900|0|232|1|
||!AIVDM,1,1,,A,63P7Mm40SJPB>P5Kbm`Vc@dpdh,4*7D|6|0|235003348|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:gGh0SJPB>P5HdV@t`aVk10,4*16|6|0|235056991|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:gLp0SJPB>P6l?pvwKM?GC@,4*2A|6|0|235057011|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63MA?Q40SJPB>P7OBk8Abu0bA0,4*38|6|0|232017796|1|2320900|1|232|1|
||!AIVDM,1,1,,B,63M@dMP0SJPB>P6cTkGeMIMeAP,4*70|6|0|232008822|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:WA40SJP@>P6>d9gjHmWad@,4*57|6|0|235054916|1|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:gFh0SJP@>P7wOE@drcc<QP,4*72|6|0|235056987|0|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:`:40SJP@>P4ADW=SmtRmJ0,4*20|6|0|235055144|1|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:PPl0SJP@>P5tvcQ3SS2Fs@,4*07|6|0|235053187|1|2320900|0|232|1|
||!AIVDM,1,1,,A,63P<wNt0SJP@>P5gqda:UG53d0,4*0D|6|0|235093883|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:PNP0SJPB>P4lQn:3s998UP,4*76|6|0|235053178|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:WA40SJPB>P6>d9gjHmWad@,4*55|6|0|235054916|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:gFh0SJPB>P7wOE@drcc<QP,4*70|6|0|235056987|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:Qj00SJP@>P4Sq4NpIuUBWP,4*21|6|0|235053512|0|2320900|0|232|1|
||!AIVDM,1,1,,A,63P<wNt0SJPB>P5gqda:UG53d0,4*0F|6|0|235093883|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:PPl0SJPB>P5tvcQ3SS2Fs@,4*05|6|0|235053187|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:`:40SJPB>P4ADW=SmtRmJ0,4*22|6|0|235055144|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:`:40SJPB>P4ADW=SmtRmJ0,0*26|6|0|235055144|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:Qj00SJPB>P4Sq4NpIuUBWP,4*23|6|0|235053512|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:WBt0SJP@>P7R<R`2p3R6=P,4*68|6|0|235054923|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P<sod0SJP@>P7ta7;jtLMlpP,4*19|6|0|235092958|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:bCd0SJP@>P79`SKkI0rJKh,4*20|6|0|235055694|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:WBt0SJPB>P7R<R`2p3R6=P,4*6A|6|0|235054923|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:bCd0SJPB>P79`SKkI0rJKh,4*22|6|0|235055694|3|2320900|1|232|1|
||!AIVDM,1,1,,B,63MAF:l0SJP@>P6v4?FkqvRRn0,4*50|6|0|232019499|1|2320900|0|232|1|
||!AIVDM,1,1,,A,63P7Ml`0SJP@>P7L6A7qoKH=;h,4*1E|6|0|235003346|2|2320900|0|232|1|
||!AIVDM,1,1,,B,63MAF:l0SJPB>P6v4?FkqvRRn0,4*52|6|0|232019499|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:gGl0SJP@>P5HdV@t`aVk10,4*10|6|0|235056991|1|2320900|0|232|1|
||!AIVDM,1,1,,A,63P7Ml`0SJPB>P7L6A7qoKH=;h,4*1C|6|0|235003346|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:gGl0SJPB>P5HdV@t`aVk10,4*12|6|0|235056991|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P7Mm80SJP@>P5Kbm`Vc@dpdh,4*73|6|0|235003348|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:gLt0SJP@>P6l?pvwKM?GC@,4*2C|6|0|235057011|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:gFT0SJP@>P4CWjRQB@tgJP,4*2D|6|0|235056986|1|2320900|0|232|1|
||!AIVDM,1,1,,A,63P7Mm80SJPB>P5Kbm`Vc@dpdh,4*71|6|0|235003348|2|2320900|1|232|1|
||!AIVDM,1,1,,B,63M@dMT0SJPB>P64MpfG1qjckh,4*55|6|0|232008822|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:gFT0SJPB>P4CWjRQB@tgJP,4*2F|6|0|235056986|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:WBh0SJPB>P7R<R`2p3R6=P,4*76|6|0|235054923|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:PN`0SJP@>P4lQn:3s998UP,4*44|6|0|235053178|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:Qj40SJP@>P4Sq4NpIuUBWP,4*25|6|0|235053512|1|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:PPp0SJP@>P5tvcQ3SS2Fs@,4*1B|6|0|235053187|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:gFl0SJP@>P7wOE@drcc<QP,4*76|6|0|235056987|1|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:PPp0SJPB>P5tvcQ3SS2Fs@,4*19|6|0|235053187|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:`:80SJP@>P4ADW=SmtRmJ0,4*2C|6|0|235055144|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:`:80SJP@>P4ADW=SmtRmJ0,0*28|6|0|235055144|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:Qj40SJPB>P4Sq4NpIuUBWP,4*27|6|0|235053512|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:gFl0SJPB>P7wOE@drcc<QP,4*74|6|0|235056987|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:`:80SJPB>P4ADW=SmtRmJ0,4*2E|6|0|235055144|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:`:80SJPB>P4ADW=SmtRmJ0,0*2A|6|0|235055144|2|2320900|1|232|1|
||!AIVDM,1,1,,B,63M@dMd0SJPB>P64MpfG1qjckh,4*65|6|0|232008822|3|2320900|1|232|1|
||!AIVDM,1,1,,B,63M@dMP0SJPB>P4Mtll0C;@@<0,4*4C|6|0|232008822|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:Qj80SJP@>P4Sq4NpIuUBWP,4*29|6|0|235053512|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P7Mld0SJPB>P7L6A7qoKH=;h,4*18|6|0|235003346|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:Qj80SJPB>P4Sq4NpIuUBWP,4*2B|6|0|235053512|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63P<soT0SJP@>P7ta7;jtLMlpP,4*29|6|0|235092958|1|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:bCT0SJP@>P79`SKkI0rJKh,4*10|6|0|235055694|1|2320900|0|232|1|
||!AIVDM,1,1,,B,63P:gF`0SJP@>P4CWjRQB@tgJP,4*1A|6|0|235056986|2|2320900|0|232|1|
||!AIVDM,1,1,,B,63P:gF`0SJPB>P4CWjRQB@tgJP,4*18|6|0|235056986|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:`:<0SJP@>P4ADW=SmtRmJ0,0*2C|6|0|235055144|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:`:<0SJPB>P4ADW=SmtRmJ0,0*2E|6|0|235055144|3|2320900|1|232|1|
||!AIVDM,1,1,,B,63M@dMT0SJP@>P4Mtll0C;@@<0,4*4A|6|0|232008822|1|2320900|0|232|1|
||!AIVDM,1,1,,B,63M@dMT0SJPB>P4Mtll0C;@@<0,4*48|6|0|232008822|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:WA00SJP@>P6>d9gjHmWad@,4*53|6|0|235054916|0|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:Qj<0SJP@>P4Sq4NpIuUBWP,4*2D|6|0|235053512|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:Qj<0SJPB>P4Sq4NpIuUBWP,4*2F|6|0|235053512|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P7Mm00SJPB>P5Kbm`Vc@dpdh,4*79|6|0|235003348|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:PPh0SJP@>P5tvcQ3SS2Fs@,4*03|6|0|235053187|0|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:`:00SJP@>P4ADW=SmtRmJ0,0*20|6|0|235055144|0|2320900|0|232|1|
||!AIVDM,1,1,,B,63M@dM`0SJPB>P4Mtll0C;@@<0,4*7C|6|0|232008822|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:PNT0SJP@>P4lQn:3s998UP,4*70|6|0|235053178|1|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:PNT0SJPB>P4lQn:3s998UP,4*72|6|0|235053178|1|2320900|1|232|1|
||!AIVDM,1,1,,B,63M@dMd0SJP@>P4Mtll0C;@@<0,4*7A|6|0|232008822|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:`:40SJP@>P4ADW=SmtRmJ0,0*24|6|0|235055144|1|2320900|0|232|1|
||!AIVDM,1,1,,B,63M@dMd0SJPB>P4Mtll0C;@@<0,4*78|6|0|232008822|3|2320900|1|232|1|
|!AIVDM,2,1,8,A,63MA?Q<0SJPB>P7OBk8Abu0bA02<OaEEEGp4>0b9?ew1V02hoImqA:@6=``8,0*2E|!AIVDM,2,2,8,A,F<PraosEEED,2*38|6|0|232017796|3|2320900|1|232|1|
||!AIVDM,1,1,,B,63M@dMP0SJP@>P4Mtll0C;@@<0,4*4E|6|0|232008822|0|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:Qj<0SJPB>P4Sq4NpIuUBWP,0*2B|6|0|235053512|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:Qj00SJPB>P4Sq4NpIuUBWP,0*27|6|0|235053512|0|2320900|1|232|1|
||!AIVDM,1,1,,B,63M@dM`0SJP@>P5@s7r6q@eof0,4*2F|6|0|232008822|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:PNP0SJP@>P4lQn:3s998UP,4*74|6|0|235053178|0|2320900|0|232|1|
||!AIVDM,1,1,,B,63M@dM`0SJPB>P5@s7r6q@eof0,4*2D|6|0|232008822|2|2320900|1|232|1|
||!AIVDM,1,1,,B,63M@dMd0SJP@>P5@s7r6q@eof0,4*2B|6|0|232008822|3|2320900|0|232|1|
|!AIVDM,2,1,7,B,63M@dMd0SJPB>P5@s7r6q@eof2::OeEEEGp4=m;?521:P009M9mpMhG?Bhp1,0*19|!AIVDM,2,2,7,B,@6W?bWrEEED,2*48|6|0|232008822|3|2320900|1|232|1|
||!AIVDM,1,1,,B,63M@dMP0SJP@>P5@s7r6q@eof0,4*1F|6|0|232008822|0|2320900|0|232|1|
||!AIVDM,1,1,,B,63M@dMT0SJP@>P5>SeurEIatSh,4*1B|6|0|232008822|1|2320900|0|232|1|
||!AIVDM,1,1,,B,63M@dMP0SJPB>P5@s7r6q@eof0,4*1D|6|0|232008822|0|2320900|1|232|1|
||!AIVDM,1,1,,B,63M@dMT0SJPB>P5>SeurEIatSh,4*19|6|0|232008822|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:Qj80SJPB>P4Sq4NpIuUBWP,0*2F|6|0|235053512|2|2320900|1|232|1|
||!AIVDM,1,1,,B,63M@dM`0SJP@>P5>SeurEIatSh,4*2F|6|0|232008822|2|2320900|0|232|1|
||!AIVDM,1,1,,B,63M@dM`0SJPB>P5>SeurEIatSh,4*2D|6|0|232008822|2|2320900|1|232|1|
||!AIVDM,1,1,,B,63P>99T0SJPB>P6J7M;w37W1gh,4*6C|6|0|235112742|1|2320900|1|232|1|
||!AIVDM,1,1,,A,6>jCJeP0RrU0>db?0104P00,2*5D|6|0|992271030|0|2288208|0|235|10|
||!AIVDM,1,1,,A,6>jCJWh0RrTp>db90w04p00,2*76|6|0|992271007|0|2288206|0|235|10|
||!AIVDM,1,1,,B,6>jHCW@0V:C0>da4h500P>0,2*7A|6|0|992351133|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6NjCKl@0RrTH>d`0@1@t@:0,2*18|6|1|992271313|0|2288198|0|235|10|
||!AIVDM,1,1,,B,6>jCJWh0RrTp>db90w04p00,2*75|6|0|992271007|0|2288206|0|235|10|
||!AIVDM,1,1,,B,6>jQMKP0V:C0>da3P000P000,0*67|6|0|992501102|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQM700V:C0>da5P000P600,0*7B|6|0|992501020|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCJaP0RrTl>db;Pp00P00,2*25|6|0|992271014|0|2288205|0|235|10|
||!AIVDM,1,1,,A,6>jCJe00RrU0>da6h;04P00,2*65|6|0|992271028|0|2288208|0|235|10|
||!AIVDM,1,1,,B,6>jCNK@0Revp>da7@T00000,2*6A|6|0|992271981|0|2275310|0|235|10|
||!AIVDM,1,1,,B,6>jQMHP0V:C0>da4P000P>00,0*6D|6|0|992501090|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCNBh0000<>db2@104000,2*11|6|0|992271947|0|3|0|235|10|
||!AIVDM,1,1,,A,6>jCJbP0RrT<>db9h604P00,2*0E|6|0|992271018|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6NjCJbP0RrT<>db9h604P00,2*7E|6|1|992271018|0|2288195|0|235|10|
||!AIVDM,1,1,,B,6>j9dfP00004>da1h000P10,2*19|6|0|992111802|0|1|0|235|10|
||!AIVDM,1,1,,B,6>jCJckfJjOt>db70104@00,2*73|6|0|992271023|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jHDO@0SIdd>db<0100P000,0*0B|6|0|992351357|0|2320075|0|235|10|
||!AIVDM,1,1,,A,6>lEM:l00000>d`v@0000000,0*10|6|0|994401579|1|0|0|235|10|
||!AIVDM,1,1,,B,6>lEM:t00000>d`v@0000000,0*0B|6|0|994401579|3|0|0|235|10|
||!AIVDM,1,1,,B,6>jHn?@0SIdd>db:`l00P000,0*5A|6|0|992359997|0|2320075|0|235|10|
||!AIVDM,1,1,,B,6>jQM800V:C0>da6P000P800,0*79|6|0|992501024|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQN=@0V:C0>da7h002P>00,0*32|6|0|992501301|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQM:00V:C0>da2@600P>00,0*6F|6|0|992501032|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHCWP0V:C0>da5@000P600,0*7C|6|0|992351134|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQMA@0V:C0>da4@000P600,0*6C|6|0|992501061|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCKIkfJjOt>db<8c00P00,2*1D|6|0|992271207|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jQML00V:C0>da3h000P>00,0*36|6|0|992501104|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQMJP0V:C0>da5@000P800,0*78|6|0|992501098|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCN:kdU7LL>db7h104b00,2*2C|6|0|992271915|0|992288199|0|235|10|
||!AIVDM,1,1,,B,6>jQM8@0V:C0>da4@000`600,0*25|6|0|992501025|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCKo00RrTL>db9h104P00,2*15|6|0|992271324|0|2288199|0|235|10|
||!AIVDM,1,1,,B,6>jCKP3fJjOt>da2`P00P00,2*3A|6|0|992271232|0|999999999|0|235|10|
||!AIVDM,1,1,,A,6>jCNK@0Revp>da7hT00000,2*41|6|0|992271981|0|2275310|0|235|10|
||!AIVDM,1,1,,B,6>jQMMP0V:C0>da5h700P00,2*6A|6|0|992501110|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQMFh0V:C0>da3P000P000,0*52|6|0|992501083|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6NjCJbP0RrT<>db:0604P00,2*25|6|1|992271018|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6>jHn?00SIdd>db:`k00`000,0*1E|6|0|992359996|0|2320075|0|235|10|
||!AIVDM,1,1,,A,6>jHCEh0SJFd>da1@000P000,0*73|6|0|992351063|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jCN?h0RrT`>db6P104P00,2*03|6|0|992271935|0|2288202|0|235|10|
||!AIVDM,1,1,,A,6>jHn>h0SIdd>db<8k00P000,0*29|6|0|992359995|0|2320075|0|235|10|
||!AIVDM,1,1,,A,6>jCKq00Rf14>db<@1@4P80,2*57|6|0|992271332|0|2275345|0|235|10|
||!AIVDM,1,1,,A,6fjCJbP0RrT<>db:0604P00,2*0D|6|2|992271018|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6>jHCH00SJFd>da5P004P00,2*04|6|0|992351072|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jQMK00V:C0>da5h002P600,0*3E|6|0|992501100|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jHC700V:C0>da3TBA>P00,2*54|6|0|992351004|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCJdP0RrT<>db?@10HP80,2*55|6|0|992271026|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6>jAUp000000>da5h000P000,0*16|6|0|992241120|0|0|0|235|10|
||!AIVDM,1,1,,B,6>j9dfh00004>d`u0000P10,2*3C|6|0|992111803|0|1|0|235|10|
||!AIVDM,1,1,,B,6>jQMwP0V:C0>db9P20<Wh0,2*31|6|0|992501246|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQMg@0V:C0>dar8KPlP00,2*07|6|0|992501181|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6vjCJVP0RrT<>da3qv02P00,2*24|6|3|992271002|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6>jCJbh0000<>db:@100Q00,2*5B|6|0|992271019|0|3|0|235|10|
||!AIVDM,1,1,,B,6>jQM6@0V:C0>db:0106PP0,2*35|6|0|992501017|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQM900V:C0>da3T>A6P00,2*3A|6|0|992501028|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQM6P0V:C0>da7P104P00,2*29|6|0|992501018|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCN8h0Rf2D>db;@104P00,2*4F|6|0|992271907|0|2275365|0|235|10|
||!AIVDM,1,1,,A,6>mRt@h1FR;t>d`00001000,2*1E|6|0|995671107|0|5671103|0|235|10|
||!AIVDM,1,1,,A,6NjCJbh0000<>db:@100Q00,2*2B|6|1|992271019|0|3|0|235|10|
||!AIVDM,1,1,,B,6>mRt@h1FR;t>d`00001000,2*1D|6|0|995671107|0|5671103|0|235|10|
||!AIVDM,1,1,,A,6NjHC@00SJFd>da4@000P00,2*69|6|1|992351040|0|2320747|0|235|10|
||!AIVDM,1,1,,B,6>jQMB@0V:C0>db7@106P60,2*5A|6|0|992501065|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHC;P0V:C0>da3@l04P00,2*7A|6|0|992351022|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6NjCJdP0RrT<>db?@10HP80,2*25|6|1|992271026|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6>jAUv@00000>da4h000P000,0*61|6|0|992241145|0|0|0|235|10|
||!AIVDM,1,1,,A,6>jHn=h0SIdd>db;pj00P000,0*64|6|0|992359991|0|2320075|0|235|10|
||!AIVDM,1,1,,B,6>jQMfh0V:C0>dbC@104@00,2*36|6|0|992501179|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jAV0@00000>daWh000P000,0*47|6|0|992241153|0|0|0|235|10|
||!AIVDM,1,1,,A,6>jHn>00SIdd>db<`s00P000,0*31|6|0|992359992|0|2320075|0|235|10|
||!AIVDM,1,1,,A,6>jHDP00SIdd>db:pj00P000,0*7A|6|0|992351360|0|2320075|0|235|10|
||!AIVDM,1,1,,A,6>jHCM00SJFd>da70000p00,2*47|6|0|992351092|0|2320747|0|235|10|
||!AIVDM,1,1,,B,6>jQMI@0V:C0>db8pcRPP00,2*3E|6|0|992501093|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQMgh0V:C0>db2`>08P00,2*75|6|0|992501183|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCJb@0RrT<>db80104P00,2*40|6|0|992271017|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6>mRt?P00000>d`uP000@>00,0*6B|6|0|995671102|0|0|0|235|10|
||!AIVDM,1,1,,B,6>mRt?P00000>d`uP000@>00,0*68|6|0|995671102|0|0|0|235|10|
||!AIVDM,1,1,,A,6>jCJah0RrSd>db;0104P00,2*37|6|0|992271015|0|2288187|0|235|10|
||!AIVDM,1,1,,A,6>jCNE3dTrpL>das@104P00,2*2E|6|0|992271956|0|992275335|0|235|10|
||!AIVDM,1,1,,A,6>mRpK000008>da1h000@00,2*32|6|0|995670124|0|2|0|235|10|
||!AIVDM,1,1,,B,6>mRpK000008>da20000@00,2*6A|6|0|995670124|0|2|0|235|10|
||!AIVDM,1,1,,B,6>lETtWe5I@4>d`w00000000,0*53|6|0|994403570|1|994403585|0|235|10|
||!AIVDM,1,1,,A,6NjCJb@0RrT<>db80104P00,2*30|6|1|992271017|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6>jAUrP00000>d`uP000P000,0*0D|6|0|992241130|0|0|0|235|10|
||!AIVDM,1,1,,B,6>jHC6h0V:C0>da2oK01000,2*23|6|0|992351003|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCKkh0RrTH>d`0@1@lP00,2*46|6|0|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,B,6>jCKkh0RrTH>d`0@1@lP00,2*45|6|0|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,A,6NjCKkh0RrTH>d`0@1@lP00,2*36|6|1|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,B,6>jCN=P0RrTp>da7q:00P00,2*06|6|0|992271926|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6NjCKl@0RrTH>d`0@1A0@:0,2*5E|6|1|992271313|0|2288198|0|235|10|
||!AIVDM,1,1,,B,6NjCKkh0RrTH>d`0@1@lP00,2*35|6|1|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,A,6>jCKJ00000<>db3P200P00,2*31|6|0|992271208|0|3|0|235|10|
||!AIVDM,1,1,,B,6>jCJ`h0RrTp>da50104P00,2*2B|6|0|992271011|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6>jQMOP0V:C0>da60600P00,2*31|6|0|992501118|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCN:P0RrTp>da4ID00P00,2*44|6|0|992271914|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6NjCKM00Rep0>db6@104P00,2*2F|6|1|992271220|0|2275200|0|235|10|
||!AIVDM,1,1,,A,6fjCKM00Rep0>db6@104P00,2*07|6|2|992271220|0|2275200|0|235|10|
||!AIVDM,1,1,,A,6>jCJhh0Rf2D>db9P104P00,2*09|6|0|992271043|0|2275365|0|235|10|
||!AIVDM,1,1,,A,6>jAUTT00000>da2D@A80800,0*1C|6|0|992241042|1|0|0|235|10|
||!AIVDM,1,1,,A,6>jCKlh0Rf0L>db50100P00,2*6E|6|0|992271315|0|2275335|0|235|10|
||!AIVDM,1,1,,A,6>jCKP3fJjOt>da2`P00P00,2*39|6|0|992271232|0|999999999|0|235|10|
||!AIVDM,1,1,,A,6>mRpLP00008>da1P000@10,2*6C|6|0|995670130|0|2|0|235|10|
||!AIVDM,1,1,,B,6>jCNK@0Revp>da70T00000,2*1A|6|0|992271981|0|2275310|0|235|10|
||!AIVDM,1,1,,B,6>jQMJh0V:C0>db3`FQ8Q00,2*41|6|0|992501099|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jAVt@JOJtL>da0h0000000,0*43|6|0|992241393|0|111111111|0|235|10|
||!AIVDM,1,1,,A,6>jHCA@0SJFd>da37r00P00,2*5A|6|0|992351045|0|2320747|0|235|10|
||!AIVDM,1,1,,B,6>jAVt@JOJtL>da0h0000000,0*40|6|0|992241393|0|111111111|0|235|10|
||!AIVDM,1,1,,A,6NjCJfSfJjOt>db7h1QlPh0,2*14|6|1|992271034|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jHCKP0SJFd>da80000P00,2*0D|6|0|992351086|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jQM6h0V:C0>db:HRRtP600,0*71|6|0|992501019|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCJhP0Rf14>db>@104P00,2*55|6|0|992271042|0|2275345|0|235|10|
||!AIVDM,1,1,,B,6>jCNF@0Rf0L>db90104P@0,2*12|6|0|992271961|0|2275335|0|235|10|
||!AIVDM,1,1,,A,6>jCNF@0Rf0L>db90104P@0,2*11|6|0|992271961|0|2275335|0|235|10|
||!AIVDM,1,1,,A,6>jHDFP0V:C0>da4P000P?00,0*71|6|0|992351322|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6NjCNF@0Rf0L>db90104P@0,2*61|6|1|992271961|0|2275335|0|235|10|
||!AIVDM,1,1,,A,6>jCJckfJjOt>db70104@00,2*70|6|0|992271023|0|999999999|0|235|10|
||!AIVDM,1,1,,A,6>jHDOh0SIdd>db:8e00P100,0*7B|6|0|992351359|0|2320075|0|235|10|
||!AIVDM,1,1,,A,6>jQMfP0V:C0>da:@600P80,2*6C|6|0|992501178|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHCEh0SJFd>da1@000P000,0*70|6|0|992351063|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6fjCJckfJjOt>db70104@00,2*28|6|2|992271023|0|999999999|0|235|10|
||!AIVDM,1,1,,A,6>lEM:l00000>d`w00000000,0*61|6|0|994401579|1|0|0|235|10|
||!AIVDM,1,1,,B,6>lEM:t00000>d`w00000000,0*7A|6|0|994401579|3|0|0|235|10|
||!AIVDM,1,1,,A,6>jHn>P0SIdd>db;Hm00P000,0*60|6|0|992359994|0|2320075|0|235|10|
||!AIVDM,1,1,,A,6>jQM?@0V:C0>da5h000P600,0*38|6|0|992501053|0|2500912|0|235|10|
