NMEA|NMEA|NMEA|MSG|REPEAT|MMSI|SEQNO|DEST|RETRANS|DAC|FID|SUB
||!AIVDM,1,1,,B,6>jLaW00TuEL078GoS<r4m<j=7TG00A070`2RN80000,2*0B|6|0|992422300|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLeQ00TuEL078GoSIu4m5E<wCl00?0:0h2PD90000,2*52|6|0|992423300|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jM5F00TuEL078GoRVDTlbl544900@@70d2RD80000,2*41|6|0|992429400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jHDn@0SJFd078Guc=B8;AJq3DC00;@0002RU80000,2*75|6|0|992351449|0|2320747|0|1|50|
||!AIVDM,1,1,,B,6>jLmf00TuEL078GoRu64lmQu5TE00;@0002QQ80000,2*58|6|0|992425400|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLb000TuEL078GoS>ITlakA4T>00?P:0p2Pm80000,2*4F|6|0|992422400|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLu900TuEL078GoSej4lj;U9TM00?P80T2P180000,2*02|6|0|992427300|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLmE00TuEL078GoTcg4lrm54l>00>h60L2PD80000,2*58|6|0|992425300|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jM4u00TuEL078GoRghTlgT57TH00?P80d2SG80000,2*23|6|0|992429300|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLq?00TuEL078GoT=n4lndm4T>00@030L2Pm80000,2*16|6|0|992426300|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jM1300TuEL078GoRa74lhnU74H00?h:0P2P980000,2*1F|6|0|992428300|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jM1L00TuEL078GoRPL4lasM5T?00Ah<0p2RD80000,2*14|6|0|992428400|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLil00TuEL078GoRTs4lbtE0T20@:00002S;80000,2*33|6|0|992424400|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLq`00TuEL078GoR1FTlb194TA00=00002Qe80000,2*72|6|0|992426400|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLuR00TuEL078GoQsvTlauu54C00=00003Qe80000,2*5C|6|0|992427400|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jHDn@0SJFd078Guc=H8;AJQ3DD00<@0002jU80000,2*64|6|0|992351449|0|2320747|0|1|50|
||!AIVDM,1,1,,A,6>jLaW00TuEL078GoS<u4m<im7TG00@h90`2RN80000,2*0B|6|0|992422300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLeQ00TuEL078GoSIpTm5E4wCj00?0;0h2PD90000,2*3B|6|0|992423300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jM5F00TuEL078GoRVMTlbl144700@@70d2RD80000,2*41|6|0|992429400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jHDn@0SJFd078Guc=E8;AJA34B00;P0002RU80000,2*23|6|0|992351449|0|2320747|0|1|50|
||!AIVDM,1,1,,A,6>jLmf00TuEL078GoRu3TlmQm64F00;@0002iQ80000,2*7E|6|0|992425400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLiK00TuEL078GoT8pTlw=I8lK00@h80T2Pm80000,2*6C|6|0|992424300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLb000TuEL078GoS>A4lajq54>00?@:0p2Pm80000,2*64|6|0|992422400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLu900TuEL078GoSen4lj;M9TH00?@50T2P180000,2*05|6|0|992427300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLmE00TuEL078GoTcjTlrlq4T>00>h70L2PD80000,2*4A|6|0|992425300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jM4u00TuEL078GoRgOTlgTu84G00?P70d2SG80000,2*28|6|0|992429300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLq?00TuEL078GoT=j4lne14T>00@020L2Pm80000,2*4D|6|0|992426300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jM1L00TuEL078GoRPL4lasM54>00Ah<0p2RD80000,2*76|6|0|992428400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLq`00TuEL078GoR1I4lb194TA00=00002Qe80000,2*1E|6|0|992426400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLuR00TuEL078GoQt3Tlav154C00=00003Qe80000,2*5A|6|0|992427400|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jHDn@0SJFd078Guc=G8;AJI34D00;@0002jU80000,2*04|6|0|992351449|0|2320747|0|1|50|
||!AIVDM,1,1,,B,6>jHCQP0V:C033v3`FQRP00,2*50|6|0|992351110|0|2500912|0|48|63|
||!AIVDM,1,1,,A,6FlG7t8000cl8Do?cA3j=8HH0000,0*6B|6|1|457558000|2|701|0|133|13|
||!AIVDM,1,1,,A,6It6T2`000cl8Doe`ivj;8HH0000,0*42|6|1|667001866|2|701|0|133|13|
||!AIVDM,1,1,,A,6It6T4t000cl8DoqV@0B:@0,2*7E|6|1|667001875|3|701|0|133|13|
||!AIVDM,1,1,,A,6It6VGL000cl8DoQ<Qgj8`HH0000,0*03|6|1|667002461|3|701|0|133|13|
||!AIVDM,1,1,,A,6It6S4<000cl8DoQ=B=j<8HH0000,0*11|6|1|667001616|3|701|0|133|13|
||!AIVDM,1,1,,A,6It6QuH000cl8DoecgJJ2`HH0000,0*68|6|1|667001333|2|701|0|133|13|
||!AIVDM,1,1,,A,6It6S@T000cl8DnsV@0B4h000000,0*3A|6|1|667001666|1|701|0|133|13|
||!AIVDM,1,1,,A,6HKjPT4000cl8Dom9J0F<`H,2*1B|6|1|566010000|1|701|0|133|13|
||!AIVDM,1,1,,A,6It6Qel000cl8DoQ9IGn8`HH0000,0*3F|6|1|667001271|1|701|0|133|13|
||!AIVDM,1,1,,A,6It6Qdl000cl8DoQ:t0B4@HH0000,0*77|6|1|667001267|1|701|0|133|13|
||!AIVDM,1,1,,B,6HKjPT4000cl8Dom9J0F<`H,2*18|6|1|566010000|1|701|0|133|13|
||!AIVDM,1,1,,A,69t6VFH000cl8DnF9J:J88HH0000,0*5B|6|0|667002457|2|701|0|133|13|
||!AIVDM,1,1,,A,6FlG7t<000cl8Do?cA3j=8HH0000,0*6F|6|1|457558000|3|701|0|133|13|
||!AIVDM,1,1,,A,6It6VG@000cl8DoQ<Qgj8`HH0000,0*0F|6|1|667002461|0|701|0|133|13|
||!AIVDM,1,1,,A,69t6Uo<000cl8DoTaJ?j=8HH0000,0*6E|6|0|667002332|3|701|0|133|13|
||!AIVDM,1,1,,A,6It6Qep000cl8DoQ9IIn8`HH0000,0*2D|6|1|667001271|2|701|0|133|13|
||!AIVDM,1,1,,A,69t6VFL000cl8DnF9J:J88HH0000,0*5F|6|0|667002457|3|701|0|133|13|
||!AIVDM,1,1,,A,6It6VGD000cl8DoQ<QiB8`HH0000,0*2D|6|1|667002461|1|701|0|133|13|
||!AIVDM,1,1,,A,69t6Uo0000cl8DoTaJ?j=8HH0000,0*62|6|0|667002332|0|701|0|133|13|
||!AIVDM,1,1,,A,6It6Qu@000cl8DoecgJJ2`HH0000,0*60|6|1|667001333|0|701|0|133|13|
||!AIVDM,1,1,,A,6It6S44000cl8DoQ=B=j;`HH0000,0*46|6|1|667001616|1|701|0|133|13|
||!AIVDM,1,1,,A,6HKjPT<000cl8Dom9Iwn<`H,2*7F|6|1|566010000|3|701|0|133|13|
||!AIVDM,1,1,,B,6HKjPT<000cl8Dom9J1n<`H,2*39|6|1|566010000|3|701|0|133|13|
||!AIVDM,1,1,,A,66lLWP4000cl8Do8:w1J;`HH0000,0*4C|6|0|457648000|1|701|0|133|13|
||!AIVDM,1,1,,A,6It6T4l000cl8DoqV@0B7@0,2*6B|6|1|667001875|1|701|0|133|13|
||!AIVDM,1,1,,A,6It6VGH000cl8DoQ<QiB8`HH0000,0*21|6|1|667002461|2|701|0|133|13|
||!AIVDM,1,1,,A,69t6Uo4000cl8DoTaJ?j=8HH0000,0*66|6|0|667002332|1|701|0|133|13|
||!AIVDM,1,1,,A,6It6S48000cl8DoQ=B=j;`HH0000,0*4A|6|1|667001616|2|701|0|133|13|
||!AIVDM,1,1,,A,6It6QuD000cl8DoecgJJ2`HH0000,0*64|6|1|667001333|1|701|0|133|13|
||!AIVDM,1,1,,A,66lLWP8000cl8Do8:w1J;`HH0000,0*40|6|0|457648000|2|701|0|133|13|
||!AIVDM,1,1,,A,69t6VFD000cl8DnF9J:J88HH0000,0*57|6|0|667002457|1|701|0|133|13|
||!AIVDM,1,1,,A,6It6S4<000cl8DoQ=B:B;`HH0000,0*61|6|1|667001616|3|701|0|133|13|
||!AIVDM,1,1,,A,6HKjPT4000cl8Dom9Isn<`H,2*73|6|1|566010000|1|701|0|133|13|
||!AIVDM,1,1,,A,6It6Qel000cl8DoQ9IQn8`HH0000,0*29|6|1|667001271|1|701|0|133|13|
||!AIVDM,1,1,,B,6It6T4p000cl8DoqV@0B:@0,2*79|6|1|667001875|2|701|0|133|13|
||!AIVDM,1,1,,A,6It6S40000cl8DoQ=B:B;`HH0000,0*6D|6|1|667001616|0|701|0|133|13|
||!AIVDM,1,1,,A,6It6Qep000cl8DoQ9IKF8`HH0000,0*07|6|1|667001271|2|701|0|133|13|
||!AIVDM,1,1,,A,6It6Qdp000cl8DoQ:t0B4@HH0000,0*6B|6|1|667001267|2|701|0|133|13|
||!AIVDM,1,1,,A,66lLWP0000cl8Do8:w1J;`HH0000,0*48|6|0|457648000|0|701|0|133|13|
||!AIVDM,1,1,,B,6It6T4h000cl8DoqV@0B:@0,2*61|6|1|667001875|0|701|0|133|13|
||!AIVDM,1,1,,A,69t6Uo0000cl8DoTaJCj=8HH0000,0*1E|6|0|667002332|0|701|0|133|13|
||!AIVDM,1,1,,A,6It6VGD000cl8DoQ<Qej8`HH0000,0*09|6|1|667002461|1|701|0|133|13|
||!AIVDM,1,1,,B,6HKjPT<000cl8Dom9IrF<`H,2*51|6|1|566010000|3|701|0|133|13|
||!AIVDM,1,1,,A,6It6T2T000cl8Doe`itj;8HH0000,0*74|6|1|667001866|1|701|0|133|13|
||!AIVDM,1,1,,A,69t6Uo4000cl8DoTaJAj=8HH0000,0*18|6|0|667002332|1|701|0|133|13|
||!AIVDM,1,1,,A,6It6S48000cl8DoQ=B:B;`HH0000,0*65|6|1|667001616|2|701|0|133|13|
||!AIVDM,1,1,,A,6It6VGH000cl8DoQ<Qej8`HH0000,0*05|6|1|667002461|2|701|0|133|13|
||!AIVDM,1,1,,A,6It6QuD000cl8DoecgLJ2`HH0000,0*62|6|1|667001333|1|701|0|133|13|
||!AIVDM,1,1,,B,6HKjPT0000cl8Dom9Isn<`H,2*74|6|1|566010000|0|701|0|133|13|
||!AIVDM,1,1,,A,69t6VFD000cl8DnF9J8J88HH0000,0*55|6|0|667002457|1|701|0|133|13|
||!AIVDM,1,1,,A,6It6T2`000cl8Doe`itj;8HH0000,0*40|6|1|667001866|2|701|0|133|13|
||!AIVDM,1,1,,A,69t6Uo8000cl8DoTaJCj=8HH0000,0*16|6|0|667002332|2|701|0|133|13|
||!AIVDM,1,1,,A,6HKjPT4000cl8Dom9IsF<`H,2*5B|6|1|566010000|1|701|0|133|13|
||!AIVDM,1,1,,A,6It6Qel000cl8DoQ9I`n8`HH0000,0*18|6|1|667001271|1|701|0|133|13|
||!AIVDM,1,1,,A,6It6T2d000cl8Doe`itj;8HH0000,0*44|6|1|667001866|3|701|0|133|13|
||!AIVDM,1,1,,A,6It6Qel000cl8DoQ9IOn8`HH0000,0*37|6|1|667001271|1|701|0|133|13|
||!AIVDM,1,1,,A,69t6VFH000cl8DnF9J8J88HH0000,0*59|6|0|667002457|2|701|0|133|13|
||!AIVDM,1,1,,A,69t6Uo<000cl8DoTaJCj=8HH0000,0*12|6|0|667002332|3|701|0|133|13|
||!AIVDM,1,1,,A,6It6S@`000cl8DnsV@0B4h000000,0*0E|6|1|667001666|2|701|0|133|13|
||!AIVDM,1,1,,A,6It6T2P000cl8Doe`itj;8HH0000,0*70|6|1|667001866|0|701|0|133|13|
||!AIVDM,1,1,,A,6It6Qep000cl8DoQ9IGn8`HH0000,0*23|6|1|667001271|2|701|0|133|13|
||!AIVDM,1,1,,A,6It6VGD000cl8DoQ<Qgj8`HH0000,0*0B|6|1|667002461|1|701|0|133|13|
||!AIVDM,1,1,,A,6It6S44000cl8DoQ=B:B;`HH0000,0*69|6|1|667001616|1|701|0|133|13|
||!AIVDM,1,1,,A,6FlG7t4000cl8Do?cA3j=8HH0000,0*67|6|1|457558000|1|701|0|133|13|
||!AIVDM,1,1,,A,6It6S@d000cl8DnsV@0B4h000000,0*0A|6|1|667001666|3|701|0|133|13|
||!AIVDM,1,1,,B,6HKjPT<000cl8Dom9IqF<`H,2*52|6|1|566010000|3|701|0|133|13|
||!AIVDM,1,1,,A,6It6Qdt000cl8DoQ:t0B4@HH0000,0*6F|6|1|667001267|3|701|0|133|13|
||!AIVDM,1,1,,A,69t6VF@000cl8DnF9J:J88HH0000,0*53|6|0|667002457|0|701|0|133|13|
||!AIVDM,1,1,,A,69t6Uo4000cl8DoTaJCj=8HH0000,0*1A|6|0|667002332|1|701|0|133|13|
||!AIVDM,1,1,,A,6It6VGH000cl8DoQ<Qgj8`HH0000,0*07|6|1|667002461|2|701|0|133|13|
||!AIVDM,1,1,,A,637hvB4000cl8Dor;ptn<`HH0000,0*2F|6|0|209469000|1|701|0|133|13|
||!AIVDM,1,1,,A,6It6T4l000cl8DoqV@0B8@0,2*64|6|1|667001875|1|701|0|133|13|
||!AIVDM,1,1,,A,6HKjPT4000cl8Dom9IoF<`H,2*47|6|1|566010000|1|701|0|133|13|
||!AIVDM,1,1,,A,639o5=P0RW?@<SL0000000000000,0*74|6|0|211666230|0|2268404|0|200|55|
||!AIVDM,1,1,,A,640Uv000RW?D<SL4000000000000,0*6E|6|0|269057536|0|2268405|0|200|55|
||!AIVDM,1,1,,A,633jr5d0RVuP<SL3000800000000,0*50|6|0|205306390|3|2268120|0|200|55|
||!AIVDM,1,1,,A,639o5=P0RW?:<SL0000000000000,0*0E|6|0|211666230|0|2268402|1|200|55|
||!AIVDM,1,1,,A,6343o`P0RW?8<SL0000000000000,0*5A|6|0|205584290|0|2268402|0|200|55|
||!AIVDM,1,1,,A,6343o`P0RW?:<SL0000000000000,0*58|6|0|205584290|0|2268402|1|200|55|
||!AIVDM,1,1,,A,639o5=P0RW?8<SL0000000000000,0*0C|6|0|211666230|0|2268402|0|200|55|
||!AIVDM,1,1,,A,63aBN:P0OC0@<SL0000000000000,0*7B|6|0|244620842|0|2051076|0|200|55|
||!AIVDM,1,1,,A,63aBN:P0OC0B<SL0000000000000,0*79|6|0|244620842|0|2051076|1|200|55|
||!AIVDM,1,1,,A,639IRFP0RW?@<SL0000P00000000,0*2E|6|0|211182170|0|2268404|0|200|55|
||!AIVDM,1,1,,A,639m2S00RW?8<SOwwwwp00000000,0*44|6|0|211632780|0|2268402|0|200|55|
||!AIVDM,1,1,,A,63q5B<00Wn3h<SL2000000000000,0*6A|6|0|261182000|0|2611260|0|200|55|
||!AIVDM,1,1,,A,639nk300RW?8<SL0000000000000,0*3D|6|0|211661580|0|2268402|0|200|55|
||!AIVDM,1,1,,A,639o5=P0RW?B<SL0000000000000,0*76|6|0|211666230|0|2268404|1|200|55|
||!AIVDM,1,1,,A,63HTuVP0RW2t<SL2000000000000,0*2E|6|0|227098010|0|2268207|0|200|55|
||!AIVDM,1,1,,A,63HTuVP0RW2v<SL2000000000000,0*2C|6|0|227098010|0|2268207|1|200|55|
||!AIVDM,1,1,,A,640UuPh0RW?D<SL70h3h00000000,0*55|6|0|269057411|0|2268405|0|200|55|
||!AIVDM,1,1,,A,63GRQ900RW3h<SOwwwwp00000000,0*50|6|0|226009380|0|2268220|0|200|55|
||!AIVDM,1,1,,A,63GRQ900RW3j<SOwwwwp00000000,0*52|6|0|226009380|0|2268220|1|200|55|
||!AIVDM,1,1,,A,63ss@vP0RW?D<SL2000000000000,0*1A|6|0|264163578|0|2268405|0|200|55|
||!AIVDM,1,1,,A,639IRFP0RW?8<SL0000P00000000,0*56|6|0|211182170|0|2268402|0|200|55|
||!AIVDM,1,1,,A,63aENJh0RW?8<SL300P000000000,0*29|6|0|244670059|0|2268402|0|200|55|
||!AIVDM,1,1,,A,63aC2O@0RW?8<SL4000000000000,0*19|6|0|244630141|0|2268402|0|200|55|
||!AIVDM,1,1,,A,63GRDGP0RW3h<SOwwwwp00000000,0*5B|6|0|226006110|0|2268220|0|200|55|
||!AIVDM,1,1,,A,63iPdN00RW?D<SL4000000000000,0*59|6|0|253242488|0|2268405|0|200|55|
||!AIVDM,1,1,,A,63aDoCh0RVuP<SL0000000000000,0*40|6|0|244660047|0|2268120|0|200|55|
||!AIVDM,1,1,,A,63`nw3P0RW?D<SL2000000000000,0*66|6|0|244170510|0|2268405|0|200|55|
||!AIVDM,1,1,,A,640Uq000RW?D<SL3000000000000,0*6E|6|0|269056256|0|2268405|0|200|55|
||!AIVDM,1,1,,A,63aGs>D0RW?:<SL0000@00000000,0*5F|6|0|244710201|1|2268402|1|200|55|
||!AIVDM,1,1,,B,63aGs>D0RW?:<SL0000@00000000,0*5C|6|0|244710201|1|2268402|1|200|55|
||!AIVDM,1,1,,A,6343LBT0OC0B<SL3000000000000,0*20|6|0|205577290|1|2051076|1|200|55|
||!AIVDM,1,1,,A,63aC4o00RW?8<SL0000000000000,0*4B|6|0|244630748|0|2268402|0|200|55|
||!AIVDM,1,1,,A,63`nw3P0RW?8<SL2000000000000,0*1A|6|0|244170510|0|2268402|0|200|55|
||!AIVDM,1,1,,A,640Uv000RW?:<SL4000000000000,0*10|6|0|269057536|0|2268402|1|200|55|
||!AIVDM,1,1,,A,63aENBh0RW?@<SL2000000000000,0*38|6|0|244670027|0|2268404|0|200|55|
||!AIVDM,1,1,,A,63aGsth0RW?8<SL3000000000000,0*48|6|0|244710387|0|2268402|0|200|55|
||!AIVDM,1,1,,A,63`lV:@0RW?8<SL4000000000000,0*26|6|0|244131369|0|2268402|0|200|55|
||!AIVDM,1,1,,A,63MA?Q80SJP@>P7OBk8Abu0bA0,4*36|6|0|232017796|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P<sod0SJPB>P7ta7;jtLMlpP,4*1B|6|0|235092958|3|2320900|1|232|1|
||!AIVDM,1,1,,B,63MAF:p0SJP@>P6v4?FkqvRRn0,4*4C|6|0|232019499|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P7Mld0SJP@>P7L6A7qoKH=;h,4*1A|6|0|235003346|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:PN`0SJPB>P4lQn:3s998UP,4*46|6|0|235053178|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63MA?Q80SJPB>P7OBk8Abu0bA0,4*34|6|0|232017796|2|2320900|1|232|1|
||!AIVDM,1,1,,B,63MAF:p0SJPB>P6v4?FkqvRRn0,4*4E|6|0|232019499|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63P7Mm<0SJP@>P5Kbm`Vc@dpdh,4*77|6|0|235003348|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:gGp0SJP@>P5HdV@t`aVk10,4*0C|6|0|235056991|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:gGp0SJPB>P5HdV@t`aVk10,4*0E|6|0|235056991|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:WA80SJP@>P6>d9gjHmWad@,4*5B|6|0|235054916|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:WBh0SJP@>P7R<R`2p3R6=P,4*74|6|0|235054923|0|2320900|0|232|1|
||!AIVDM,1,1,,A,63P<wNh0SJP@>P5gqda:UG53d0,4*11|6|0|235093883|0|2320900|0|232|1|
||!AIVDM,1,1,,A,63P7Mm<0SJPB>P5Kbm`Vc@dpdh,4*75|6|0|235003348|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:WA80SJPB>P6>d9gjHmWad@,4*59|6|0|235054916|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63P<wNh0SJPB>P5gqda:UG53d0,4*13|6|0|235093883|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:bCP0SJP@>P79`SKkI0rJKh,4*14|6|0|235055694|0|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:gFd0SJP@>P4CWjRQB@tgJP,4*1D|6|0|235056986|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:gFp0SJP@>P7wOE@drcc<QP,4*6A|6|0|235056987|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:gFd0SJPB>P4CWjRQB@tgJP,4*1F|6|0|235056986|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:bCP0SJPB>P79`SKkI0rJKh,4*16|6|0|235055694|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:`:<0SJP@>P4ADW=SmtRmJ0,4*28|6|0|235055144|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:gFp0SJPB>P7wOE@drcc<QP,4*68|6|0|235056987|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:`:<0SJPB>P4ADW=SmtRmJ0,4*2A|6|0|235055144|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P<soP0SJP@>P7ta7;jtLMlpP,4*2D|6|0|235092958|0|2320900|0|232|1|
||!AIVDM,1,1,,B,63M@dM`0SJPB>P6cTkGeMIMeAP,4*40|6|0|232008822|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:PPt0SJP@>P5tvcQ3SS2Fs@,4*1F|6|0|235053187|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:PNd0SJP@>P4lQn:3s998UP,4*40|6|0|235053178|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P<soP0SJPB>P7ta7;jtLMlpP,4*2F|6|0|235092958|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:PPt0SJPB>P5tvcQ3SS2Fs@,4*1D|6|0|235053187|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:PNd0SJPB>P4lQn:3s998UP,4*42|6|0|235053178|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:gLt0SJPB>P6l?pvwKM?GC@,4*2E|6|0|235057011|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63MA?Q<0SJP@>P7OBk8Abu0bA0,4*32|6|0|232017796|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P<wNl0SJP@>P5gqda:UG53d0,4*15|6|0|235093883|1|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:WBl0SJP@>P7R<R`2p3R6=P,4*70|6|0|235054923|1|2320900|0|232|1|
||!AIVDM,1,1,,A,63MA?Q<0SJPB>P7OBk8Abu0bA0,4*30|6|0|232017796|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:WA<0SJP@>P6>d9gjHmWad@,4*5F|6|0|235054916|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P7MlP0SJP@>P7L6A7qoKH=;h,4*2E|6|0|235003346|0|2320900|0|232|1|
||!AIVDM,1,1,,B,63MAF:t0SJP@>P6v4?FkqvRRn0,4*48|6|0|232019499|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P<wNl0SJPB>P5gqda:UG53d0,4*17|6|0|235093883|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:WA<0SJPB>P6>d9gjHmWad@,4*5D|6|0|235054916|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:WBl0SJPB>P7R<R`2p3R6=P,4*72|6|0|235054923|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P7MlP0SJPB>P7L6A7qoKH=;h,4*2C|6|0|235003346|0|2320900|1|232|1|
||!AIVDM,1,1,,B,63MAF:t0SJPB>P6v4?FkqvRRn0,4*4A|6|0|232019499|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P7Mm00SJP@>P5Kbm`Vc@dpdh,4*7B|6|0|235003348|0|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:gGt0SJP@>P5HdV@t`aVk10,4*08|6|0|235056991|3|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:gLl0SJP@>P6l?pvwKM?GC@,4*34|6|0|235057011|1|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:gGt0SJPB>P5HdV@t`aVk10,4*0A|6|0|235056991|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:gLl0SJPB>P6l?pvwKM?GC@,4*36|6|0|235057011|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P<soT0SJPB>P7ta7;jtLMlpP,4*2B|6|0|235092958|1|2320900|1|232|1|
||!AIVDM,1,1,,B,63P>99P0SJP@>P6J7M;w37W1gh,4*6A|6|0|235112742|0|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:bCT0SJPB>P79`SKkI0rJKh,4*12|6|0|235055694|1|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:gFt0SJP@>P7wOE@drcc<QP,4*6E|6|0|235056987|3|2320900|0|232|1|
||!AIVDM,1,1,,B,63M@dMd0SJPB>P6cTkGeMIMeAP,4*44|6|0|232008822|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:`:00SJP@>P4ADW=SmtRmJ0,4*24|6|0|235055144|0|2320900|0|232|1|
||!AIVDM,1,1,,A,63MA?Q00SJP@>P7OBk8Abu0bA0,4*3E|6|0|232017796|0|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:gFt0SJPB>P7wOE@drcc<QP,4*6C|6|0|235056987|3|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:`:00SJPB>P4ADW=SmtRmJ0,4*26|6|0|235055144|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:`:00SJPB>P4ADW=SmtRmJ0,0*22|6|0|235055144|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63MA?Q00SJPB>P7OBk8Abu0bA0,4*3C|6|0|232017796|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:PPh0SJPB>P5tvcQ3SS2Fs@,4*01|6|0|235053187|0|2320900|1|232|1|
||!AIVDM,1,1,,A,63P<wNp0SJP@>P5gqda:UG53d0,4*09|6|0|235093883|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:WBp0SJP@>P7R<R`2p3R6=P,4*6C|6|0|235054923|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P<wNp0SJPB>P5gqda:UG53d0,4*0B|6|0|235093883|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:WBp0SJPB>P7R<R`2p3R6=P,4*6E|6|0|235054923|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63P:bC`0SJP@>P79`SKkI0rJKh,4*24|6|0|235055694|2|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:WA00SJPB>P6>d9gjHmWad@,4*51|6|0|235054916|0|2320900|1|232|1|
||!AIVDM,1,1,,B,63P:gFP0SJP@>P4CWjRQB@tgJP,4*2A|6|0|235056986|0|2320900|0|232|1|
||!AIVDM,1,1,,A,63P:bC`0SJPB>P79`SKkI0rJKh,4*26|6|0|235055694|2|2320900|1|232|1|
||!AIVDM,1,1,,A,63P7MlT0SJP@>P7L6A7qoKH=;h,4*2A|6|0|235003346|1|2320900|0|232|1|
||!AIVDM,1,1,,B,63MAF:h0SJP@>P6v4?FkqvRRn0,4*54|6|0|232019499|0|2320900|0|232|1|
||!AIVDM,1,1,,B,63P:gFP0SJPB>P4CWjRQB@tgJP,4*28|6|0|235056986|0|2320900|1|232|1|
