NMEA|NMEA|NMEA|MSG|REPEAT|MMSI|DAC|FID|
|!AIVDM,2,1,6,A,8030ot1?0P6m<NC<CO<l5nsv`Tst5P2222084TF0<tlD5EJ`S0204hLt,0*4E|!AIVDM,2,2,6,A,l60E5DTpuQJa2P04hLtl60TppuH5@uJa>P0,2*27|8|0|3160048|316|2|
|!AIVDM,2,1,6,A,8030otA?0P6m<NC<CO<l5nsv`Tst5P2222084TF0<tlD5EJ`S0204hLt,0*3E|!AIVDM,2,2,6,A,l60E5DTpuQJa2P04hLtl60TppuH5@uJa>P0,2*27|8|0|3160049|316|2|
|!AIVDM,2,1,9,A,8h3OwjQ?0P6m<NC<CO<mGnsvDTsrvP2222222221LTLDtsJWdP222220,0*0C|!AIVDM,2,2,9,A,4hLt<4p4@7K1jP0,2*32|8|3|3669962|316|2|
|!AIVDM,2,1,1,A,8h3OwjQ?0P6m<NC<CO<l5nsv`Tst5P2222084TF0<tlD5EJ`S0204hLt,0*08|!AIVDM,2,2,1,A,l60E5DTpuQJa2P04hLtl60TppuH5@uJa>P0,2*20|8|3|3669962|316|2|
|!AIVDM,2,1,6,A,8030ot1?0P6m<NC<CO<l5nsv`Tst5P2222084TF0<tlD5EJ`S0204hLtl60E,0*61|!AIVDM,2,2,6,A,5DTpuQJa2P04hLtl60TppuH5@uJa>P0,2*08|8|0|3160048|316|2|
|!AIVDM,2,1,7,A,8030otA?0P6m<NC<CO<l5nsv`Tst5P2222084TF0<tlD5EJ`S0204hLtl60E,0*10|!AIVDM,2,2,7,A,5DTpuQJa2P04hLtl60TppuH5@uJa>P0,2*09|8|0|3160049|316|2|
|!AIVDM,2,1,9,B,8030ot1?0P6m<NC<CO<l5nsv`Tst5P2222084TF0<tlD5EJ`S0204hLt,0*42|!AIVDM,2,2,9,B,l60E5DTpuQJa2P04hLtl60TppuH5@uJa>P0,2*2B|8|0|3160048|316|2|
|!AIVDM,2,1,4,B,8030ot1?0P6m<NC<CO<l5nsv`Tst5P2222084TF0<tlD5EJ`S0204hLt,0*4F|!AIVDM,2,2,4,B,l60E5DTpuQJa2P04hLtl60TppuH5@uJa>P0,2*26|8|0|3160048|316|2|
|!AIVDM,2,1,0,B,8030otA?0P6m<NC<CO<lGnsvJ4st5P2222222221LTLDtsJWD0222220,0*5D|!AIVDM,2,2,0,B,4hLt<4p4@7K1J00,2*78|8|0|3160049|316|2|
|!AIVDM,2,1,2,A,8030ot1?0P6m<NC<CO<lGnsvJ4st5P2222222221LTLDtsJWD0222220,0*2C|!AIVDM,2,2,2,A,4hLt<4p4@7K1J00,2*79|8|0|3160048|316|2|
|!AIVDM,2,1,8,A,8030ot1?0P6m<NC<CO<lGnsvJ4st5P2222222221LTLDtsJWD0222220,0*26|!AIVDM,2,2,8,A,4hLt<4p4@7K1J00,2*73|8|0|3160048|316|2|
|!AIVDM,2,1,7,A,8030ot1?0P6m<NC<CO<lGnsvJ4st5P2222222221LTLDtsJWD0222220,0*29|!AIVDM,2,2,7,A,4hLt<4p4@7K1J00,2*7C|8|0|3160048|316|2|
|!AIVDM,2,1,8,B,8030ot1?0P6m<NC<CO<l5nsv`Tst5P2222084TF0<tlD5EJ`S0204hLtl60E,0*6C|!AIVDM,2,2,8,B,5DTpuQJa2P04hLtl60TppuH5@uJa>P0,2*05|8|0|3160048|316|2|
|!AIVDM,2,1,9,B,8030otA?0P6m<NC<CO<l5nsv`Tst5P2222084TF0<tlD5EJ`S0204hLtl60E,0*1D|!AIVDM,2,2,9,B,5DTpuQJa2P04hLtl60TppuH5@uJa>P0,2*04|8|0|3160049|316|2|
|!AIVDM,2,1,0,A,8030ot1?0P6m<NC<CO<lGnsvJ4st5P2222222221LTLDtsJWD02222204hLt,0*4A|!AIVDM,2,2,0,A,<4p4@7K1J00,2*1F|8|0|3160048|316|2|
|!AIVDM,2,1,2,A,8h3OwjQ?0P6m<NC<CO<lGnsvJ4st5P2222222221LTLDtsJWD0222220,0*6D|!AIVDM,2,2,2,A,4hLt<4p4@7K1J00,2*79|8|3|3669962|316|2|
|!AIVDM,2,1,8,A,8030otA?0P6m<NC<CO<lGnsvJ4st5P2222222221LTLDtsJWD0222220,0*56|!AIVDM,2,2,8,A,4hLt<4p4@7K1J00,2*73|8|0|3160049|316|2|
|!AIVDM,2,1,1,B,8030ot1?0P6m<NC<CO<lGnsvJ4st5P2222222221LTLDtsJWD0222220,0*2C|!AIVDM,2,2,1,B,4hLt<4p4@7K1J00,2*79|8|0|3160048|316|2|
|!AIVDM,2,1,2,B,8030ot1?0P6m<NC<CO<lGnsvJ4st5P2222222221LTLDtsJWD0222220,0*2F|!AIVDM,2,2,2,B,4hLt<4p4@7K1J00,2*7A|8|0|3160048|316|2|
|!AIVDM,2,1,0,B,8030ot1?0P6m<NC<CO<m5nsvSTsrvP2222084TF0<tlD5EJ`<P204hLt,0*33|!AIVDM,2,2,0,B,l60E5DTpuQJ`d004hLtl60TppuH5@uJ`p00,2*3A|8|0|3160048|316|2|
|!AIVDM,2,1,2,B,8030ot1?0P6m<NC<CO<m5nsvSTsrvP2222084TF0<tlD5EJ`<P204hLt,0*31|!AIVDM,2,2,2,B,l60E5DTpuQJ`d004hLtl60TppuH5@uJ`p00,2*38|8|0|3160048|316|2|
|!AIVDM,2,1,3,B,8030ot1?0P6m<NC<CO<m5nsvSTsrvP2222084TF0<tlD5EJ`<P204hLt,0*30|!AIVDM,2,2,3,B,l60E5DTpuQJ`d004hLtl60TppuH5@uJ`p00,2*39|8|0|3160048|316|2|
|!AIVDM,2,1,1,B,8030ot1?0P6m<NC<CO<lGnsvJ4st5P2222222221LTLDtsJWD02222204hLt,0*48|!AIVDM,2,2,1,B,<4p4@7K1J00,2*1D|8|0|3160048|316|2|
|!AIVDM,2,1,2,B,8030ot1?0P6m<NC<CO<m5nsvSTsrvP2222084TF0<tlD5EJ`<P204hLtl60E,0*1E|!AIVDM,2,2,2,B,5DTpuQJ`d004hLtl60TppuH5@uJ`p00,2*17|8|0|3160048|316|2|
|!AIVDM,2,1,8,A,8030ot1?0P6m<NC<CO<m5nsvSTsrvP2222084TF0<tlD5EJ`<P204hLt,0*38|!AIVDM,2,2,8,A,l60E5DTpuQJ`d004hLtl60TppuH5@uJ`p00,2*31|8|0|3160048|316|2|
|!AIVDM,2,1,4,A,8030ot1?0P6m<NC<CO<m5nsvSTsrvP2222084TF0<tlD5EJ`<P204hLt,0*34|!AIVDM,2,2,4,A,l60E5DTpuQJ`d004hLtl60TppuH5@uJ`p00,2*3D|8|0|3160048|316|2|
|!AIVDM,2,1,1,A,8030otA?0P6m<NC<CO<n5nsvNTsqj02222084TF0<tlD5EJWkP204hLt,0*40|!AIVDM,2,2,1,A,l60E5DTpuQJ`C004hLtl60TppuH5@uJ`Q00,2*3E|8|0|3160049|316|2|
|!AIVDM,2,1,4,B,8030ot1?0P6m<NC<CO<n5nsvNTsqj02222084TF0<tlD5EJWkP204hLt,0*36|!AIVDM,2,2,4,B,l60E5DTpuQJ`C004hLtl60TppuH5@uJ`Q00,2*38|8|0|3160048|316|2|
|!AIVDM,2,1,5,B,8030ot1?0P6m<NC<CO<n5nsvNTsqj02222084TF0<tlD5EJWkP204hLt,0*37|!AIVDM,2,2,5,B,l60E5DTpuQJ`C004hLtl60TppuH5@uJ`Q00,2*39|8|0|3160048|316|2|
|!AIVDM,2,1,9,B,8030ot1?0P6m<NC<CO<n5nsvNTsqj02222084TF0<tlD5EJWkP204hLt,0*3B|!AIVDM,2,2,9,B,l60E5DTpuQJ`C004hLtl60TppuH5@uJ`Q00,2*35|8|0|3160048|316|2|
|!AIVDM,2,1,3,A,8030ot1?0P6m<NC<CO<m5nsvSTsrvP2222084TF0<tlD5EJ`<P204hLtl60E,0*1C|!AIVDM,2,2,3,A,5DTpuQJ`d004hLtl60TppuH5@uJ`p00,2*15|8|0|3160048|316|2|
|!AIVDM,2,1,4,A,8030otA?0P6m<NC<CO<m5nsvSTsrvP2222084TF0<tlD5EJ`<P204hLtl60E,0*6B|!AIVDM,2,2,4,A,5DTpuQJ`d004hLtl60TppuH5@uJ`p00,2*12|8|0|3160049|316|2|
|!AIVDM,2,1,5,B,8030ot1?0P6m<NC<CO<n5nsvNTsqj02222084TF0<tlD5EJWkP204hLtl60E,0*18|!AIVDM,2,2,5,B,5DTpuQJ`C004hLtl60TppuH5@uJ`Q00,2*16|8|0|3160048|316|2|
|!AIVDM,2,1,6,A,8030ot1?0P6m<NC<CO<n5nsvNTsqj02222084TF0<tlD5EJWkP204hLt,0*37|!AIVDM,2,2,6,A,l60E5DTpuQJ`C004hLtl60TppuH5@uJ`Q00,2*39|8|0|3160048|316|2|
|!AIVDM,2,1,0,A,8030ot1?0P6m<NC<CO<n5nsvNTsqj02222084TF0<tlD5EJWkP204hLt,0*31|!AIVDM,2,2,0,A,l60E5DTpuQJ`C004hLtl60TppuH5@uJ`Q00,2*3F|8|0|3160048|316|2|
|!AIVDM,2,1,6,A,8030ot1?0P6m<NC<CO<nGnsv?Tsqj02222222221LTLDtsJ`2P222220,0*24|!AIVDM,2,2,6,A,4hLt<4p4@7K28P0,2*6C|8|0|3160048|316|2|
|!AIVDM,2,1,1,A,8030ot1?0P6m<NC<CO<nGnsv?Tsqj02222222221LTLDtsJ`2P222220,0*23|!AIVDM,2,2,1,A,4hLt<4p4@7K28P0,2*6B|8|0|3160048|316|2|
|!AIVDM,2,1,7,A,8030ot1?0P6m<NC<CO<nGnsv?Tsqj02222222221LTLDtsJ`2P222220,0*25|!AIVDM,2,2,7,A,4hLt<4p4@7K28P0,2*6D|8|0|3160048|316|2|
|!AIVDM,2,1,3,A,8h3OwjQ?0P6m<NC<CO<n5nsvNTsqj02222084TF0<tlD5EJWkP204hLt,0*73|!AIVDM,2,2,3,A,l60E5DTpuQJ`C004hLtl60TppuH5@uJ`Q00,2*3C|8|3|3669962|316|2|
|!AIVDM,2,1,8,B,8030ot1?0P6m<NC<CO<nGnsv?Tsqj02222222221LTLDtsJ`2P222220,0*29|!AIVDM,2,2,8,B,4hLt<4p4@7K28P0,2*61|8|0|3160048|316|2|
|!AIVDM,2,1,5,B,8030ot1?0P6m<NC<CO<nGnsv?Tsqj02222222221LTLDtsJ`2P222220,0*24|!AIVDM,2,2,5,B,4hLt<4p4@7K28P0,2*6C|8|0|3160048|316|2|
|!AIVDM,2,1,2,B,8030ot1?0P6m<NC<CO<nGnsv?Tsqj02222222221LTLDtsJ`2P222220,0*23|!AIVDM,2,2,2,B,4hLt<4p4@7K28P0,2*6B|8|0|3160048|316|2|
|!AIVDM,2,1,6,A,8030ot1?0P6m<NC<CO<n5nsvNTsqj02222084TF0<tlD5EJWkP204hLtl60E,0*18|!AIVDM,2,2,6,A,5DTpuQJ`C004hLtl60TppuH5@uJ`Q00,2*16|8|0|3160048|316|2|
|!AIVDM,2,1,7,A,8030ot1?0P6m<NC<CO<nGnsv?Tsqj02222222221LTLDtsJ`2P2222204hLt,0*41|!AIVDM,2,2,7,A,<4p4@7K28P0,2*09|8|0|3160048|316|2|
|!AIVDM,2,1,8,A,8030otA?0P6m<NC<CO<nGnsv?Tsqj02222222221LTLDtsJ`2P2222204hLt,0*3E|!AIVDM,2,2,8,A,<4p4@7K28P0,2*06|8|0|3160049|316|2|
|!AIVDM,2,1,9,B,8030ot1?0P6m<NC<CO<nGnsv?Tsqj02222222221LTLDtsJ`2P2222204hLt,0*4C|!AIVDM,2,2,9,B,<4p4@7K28P0,2*04|8|0|3160048|316|2|
|!AIVDM,2,1,0,B,8030otA?0P6m<NC<CO<nGnsv?Tsqj02222222221LTLDtsJ`2P2222204hLt,0*35|!AIVDM,2,2,0,B,<4p4@7K28P0,2*0D|8|0|3160049|316|2|
|!AIVDM,2,1,9,A,8030ot1?0P6m<NC<CO<hknsuq4t54P2222222221LTLDtsJVkP222208,0*34|!AIVDM,2,2,9,A,4TF0<tlD5EJ`uP204hLtl60E5DTpuQJaM00,2*4A|8|0|3160048|316|2|
|!AIVDM,2,1,0,A,8030ot1?0P6m<NC<CO<hknsuq4t54P2222222221LTLDtsJVkP222208,0*3D|!AIVDM,2,2,0,A,4TF0<tlD5EJ`uP204hLtl60E5DTpuQJaM00,2*43|8|0|3160048|316|2|
|!AIVDM,2,1,2,A,8030ot1?0P6m<NC<CO<hknsuq4t54P2222222221LTLDtsJVkP222208,0*3F|!AIVDM,2,2,2,A,4TF0<tlD5EJ`uP204hLtl60E5DTpuQJaM00,2*41|8|0|3160048|316|2|
|!AIVDM,2,1,3,A,8030ot1?0P6m<NC<CO<hknsuq4t54P2222222221LTLDtsJVkP222208,0*3E|!AIVDM,2,2,3,A,4TF0<tlD5EJ`uP204hLtl60E5DTpuQJaM00,2*40|8|0|3160048|316|2|
|!AIVDM,2,1,4,A,8h3OwjQ?0P6m<NC<CO<nGnsv?Tsqj02222222221LTLDtsJ`2P222220,0*67|!AIVDM,2,2,4,A,4hLt<4p4@7K28P0,2*6E|8|3|3669962|316|2|
|!AIVDM,2,1,1,A,8030ot1?0P6m<NC<CO<hknsuq4t54P2222222221LTLDtsJVkP2222084TF0,0*2A|!AIVDM,2,2,1,A,<tlD5EJ`uP204hLtl60E5DTpuQJaM00,2*54|8|0|3160048|316|2|
|!AIVDM,2,1,3,A,8030otA?0P6m<NC<CO<hknsuq4t54P2222222221LTLDtsJVkP222208,0*4E|!AIVDM,2,2,3,A,4TF0<tlD5EJ`uP204hLtl60E5DTpuQJaM00,2*40|8|0|3160049|316|2|
|!AIVDM,2,1,1,B,8030ot1?0P6m<NC<CO<hknsuq4t54P2222222221LTLDtsJVkP222208,0*3F|!AIVDM,2,2,1,B,4TF0<tlD5EJ`uP204hLtl60E5DTpuQJaM00,2*41|8|0|3160048|316|2|
|!AIVDM,2,1,7,B,8030ot1?0P6m<NC<CO<hknsuq4t54P2222222221LTLDtsJVkP222208,0*39|!AIVDM,2,2,7,B,4TF0<tlD5EJ`uP204hLtl60E5DTpuQJaM00,2*47|8|0|3160048|316|2|
|!AIVDM,2,1,4,B,8030ot1?0P6m<NC<CO<hknsuq4t54P2222222221LTLDtsJVkP222208,0*3A|!AIVDM,2,2,4,B,4TF0<tlD5EJ`uP204hLtl60E5DTpuQJaM00,2*44|8|0|3160048|316|2|
|!AIVDM,2,1,5,A,8h3OwjQ?0P6m<NC<CO<hknsuq4t54P2222222221LTLDtsJVkP222208,0*79|!AIVDM,2,2,5,A,4TF0<tlD5EJ`uP204hLtl60E5DTpuQJaM00,2*46|8|3|3669962|316|2|
|!AIVDM,2,1,6,A,8h3OwjQ?0P6m<NC<CO<hjnsqiTtFe02222222221LTLDtsJV<0222208,0*72|!AIVDM,2,2,6,A,4TF0<tlD5EJabP204hLtl60E5DTpuQJb:00,2*27|8|3|3669962|316|2|
|!AIVDM,2,1,2,B,8030ot1?0P6m<NC<CO<hknsuq4t54P2222222221LTLDtsJVkP2222084TF0,0*2A|!AIVDM,2,2,2,B,<tlD5EJ`uP204hLtl60E5DTpuQJaM00,2*54|8|0|3160048|316|2|
|!AIVDM,2,1,7,A,8h3OwjQ?0P6m<NC<CO<honsugTsme020HD@E84j0p4L587JVWP222208,0*20|!AIVDM,2,2,7,A,4TF0<tlD5EJWCP204hLtl60E5DTpuQJWk00,2*55|8|3|3669962|316|2|
|!AIVDM,2,1,9,A,8h3OwjQ?0P6m<NC<CO<l5nsv`Tst5P2222084TF0<tlD5EJ`S0204hLt,0*00|!AIVDM,2,2,9,A,l60E5DTpuQJa2P04hLtl60TppuH5@uJa>P0,2*28|8|3|3669962|316|2|
|!AIVDM,2,1,1,A,8h3OwjQ?0P6m<NC<CO<mGnsvDTsrvP2222222221LTLDtsJWdP222220,0*04|!AIVDM,2,2,1,A,4hLt<4p4@7K1jP0,2*3A|8|3|3669962|316|2|
|!AIVDM,2,1,8,A,8030ot1?0P6m<eC<CO<hjnsqiTtFe02222084TF0<tlD5EJabP204hLt,0*6B|!AIVDM,2,2,8,A,l60E5DTpuQJbHP04hLtl60TppuH5@uJbQ00,2*5C|8|0|3160048|316|2|
|!AIVDM,2,1,2,A,8030ot1?0P6m<eC<CO<hjnsqiTtFe02222084TF0<tlD5EJabP204hLt,0*61|!AIVDM,2,2,2,A,l60E5DTpuQJbHP04hLtl60TppuH5@uJbQ00,2*56|8|0|3160048|316|2|
|!AIVDM,2,1,9,A,8030ot1?0P6m<eC<CO<hjnsqiTtFe02222084TF0<tlD5EJabP204hLt,0*6A|!AIVDM,2,2,9,A,l60E5DTpuQJbHP04hLtl60TppuH5@uJbQ00,2*5D|8|0|3160048|316|2|
|!AIVDM,2,1,0,A,8030otA?0P6m<eC<CO<hjnsqiTtFe02222084TF0<tlD5EJabP204hLt,0*13|!AIVDM,2,2,0,A,l60E5DTpuQJbHP04hLtl60TppuH5@uJbQ00,2*54|8|0|3160049|316|2|
|!AIVDM,2,1,8,A,8h3OwjQ?0P6m<eC<CO<hjnsqiTtFe02222084TF0<tlD5EJabP204hLt,0*2A|!AIVDM,2,2,8,A,l60E5DTpuQJbHP04hLtl60TppuH5@uJbQ00,2*5C|8|3|3669962|316|2|
|!AIVDM,2,1,9,A,8030ot1?0P6m<eC<CO<hjnsqiTtFe02222084TF0<tlD5EJabP204hLtl60E,0*45|!AIVDM,2,2,9,A,5DTpuQJbHP04hLtl60TppuH5@uJbQ00,2*72|8|0|3160048|316|2|
|!AIVDM,2,1,3,B,8030ot1?0P6m<eC<CO<hjnsqiTtFe02222084TF0<tlD5EJabP204hLt,0*63|!AIVDM,2,2,3,B,l60E5DTpuQJbHP04hLtl60TppuH5@uJbQ00,2*54|8|0|3160048|316|2|
|!AIVDM,2,1,1,B,8030ot1?0P6m<eC<CO<hjnsqiTtFe02222084TF0<tlD5EJabP204hLt,0*61|!AIVDM,2,2,1,B,l60E5DTpuQJbHP04hLtl60TppuH5@uJbQ00,2*56|8|0|3160048|316|2|
|!AIVDM,2,1,1,A,8030ot1?0P6m<eC<CO<honsugTsme020HD@E84j0p4L587JVWP222208,0*4C|!AIVDM,2,2,1,A,4TF0<tlD5EJWCP204hLtl60E5DTpuQJ`3P0,2*5C|8|0|3160048|316|2|
|!AIVDM,2,1,4,A,8030ot1?0P6m<eC<CO<honsugTsme020HD@E84j0p4L587JVWP222208,0*49|!AIVDM,2,2,4,A,4TF0<tlD5EJWCP204hLtl60E5DTpuQJ`3P0,2*59|8|0|3160048|316|2|
|!AIVDM,2,1,2,B,8030otA?0P6m<eC<CO<honsugTsme020HD@E84j0p4L587JVWP222208,0*3C|!AIVDM,2,2,2,B,4TF0<tlD5EJWCP204hLtl60E5DTpuQJ`3P0,2*5C|8|0|3160049|316|2|
|!AIVDM,2,1,0,B,8030ot1?0P6m<eC<CO<hjnsqiTtFe02222084TF0<tlD5EJabP204hLtl60E,0*4F|!AIVDM,2,2,0,B,5DTpuQJbHP04hLtl60TppuH5@uJbQ00,2*78|8|0|3160048|316|2|
|!AIVDM,2,1,1,B,8030otA?0P6m<eC<CO<honsugTsme020HD@E84j0p4L587JVWP2222084TF0,0*29|!AIVDM,2,2,1,B,<tlD5EJWCP204hLtl60E5DTpuQJ`3P0,2*49|8|0|3160049|316|2|
|!AIVDM,2,1,2,A,8030ot1?0P6m<eC<CO<honsugTsme020HD@E84j0p4L587JVWP2222084TF0,0*59|!AIVDM,2,2,2,A,<tlD5EJWCP204hLtl60E5DTpuQJ`3P0,2*49|8|0|3160048|316|2|
|!AIVDM,2,1,5,B,8030ot1?0P6m<eC<CO<honsugTsme020HD@E84j0p4L587JVWP222208,0*4B|!AIVDM,2,2,5,B,4TF0<tlD5EJWCP204hLtl60E5DTpuQJ`3P0,2*5B|8|0|3160048|316|2|
|!AIVDM,2,1,3,B,8030ot1?0P6m<eC<CO<honsugTsme020HD@E84j0p4L587JVWP2222084TF0,0*5B|!AIVDM,2,2,3,B,<tlD5EJWCP204hLtl60E5DTpuQJ`3P0,2*4B|8|0|3160048|316|2|
|!AIVDM,2,1,9,A,8h3OwjQ?0P6m<eC<CO<hjnsqiTtFe02222084TF0<tlD5EJabP204hLt,0*2B|!AIVDM,2,2,9,A,l60E5DTpuQJbHP04hLtl60TppuH5@uJbQ00,2*5D|8|3|3669962|316|2|
|!AIVDM,2,1,0,B,8030ot1?0P6m70C<CO2?koRVP5;r<P0P59HE=B1=0U8UB3JV0004hLt<,0*15|!AIVDM,2,2,0,B,4p4@622223JV0004hLtl61<5DiB223JW000,2*79|8|0|3160048|316|2|
|!AIVDM,2,1,6,B,8030ot1?0P6m70C<CO2?koRVP5;r<P0P59HE=B1=0U8UB3JV0004hLt<,0*13|!AIVDM,2,2,6,B,4p4@622223JV0004hLtl61<5DiB223JW000,2*7F|8|0|3160048|316|2|
|!AIVDM,2,1,8,A,8030otA?0P6m70C<CO2?koRVP5;r<P0P59HE=B1=0U8UB3JV0004hLt<4p4@,0*5E|!AIVDM,2,2,8,A,622223JV0004hLtl61<5DiB223JW000,2*42|8|0|3160049|316|2|
|!AIVDM,2,1,9,B,8030ot1?0P6m70C<CO2?koRVP5;r<P0P59HE=B1=0U8UB3JV0004hLt<4p4@,0*2C|!AIVDM,2,2,9,B,622223JV0004hLtl61<5DiB223JW000,2*40|8|0|3160048|316|2|
|!AIVDM,2,1,4,A,8030ot1?0P6m70C<CO2?koRVP5;r<P0P59HE=B1=0U8UB3JV0004hLt<,0*12|!AIVDM,2,2,4,A,4p4@622223JV0004hLtl61<5DiB223JW000,2*7E|8|0|3160048|316|2|
|!AIVDM,2,1,1,A,8030ot1?0P6m70C<CO2?koRVP5;r<P0P59HE=B1=0U8UB3JV0004hLt<,0*17|!AIVDM,2,2,1,A,4p4@622223JV0004hLtl61<5DiB223JW000,2*7B|8|0|3160048|316|2|
|!AIVDM,2,1,8,A,8030ot1?0P6m70C<CO2?koRVP5;r<P0P59HE=B1=0U8UB3JV0004hLt<,0*1E|!AIVDM,2,2,8,A,4p4@622223JV0004hLtl61<5DiB223JW000,2*72|8|0|3160048|316|2|
|!AIVDM,2,1,5,A,8030ot1?0P6m70C<CO9B?oHHVU8F>00<<M>0ThF1=B0uE;JT000@4lT6,0*31|!AIVDM,2,2,5,A,0@E<L4LpE?JaP019B0Ptr105Dj0b23Jc000,2*11|8|0|3160048|316|2|
|!AIVDM,2,1,2,A,8030ot1?0P6m70C<CO9B?oHHVU8F>00<<M>0ThF1=B0uE;JT000@4lT6,0*36|!AIVDM,2,2,2,A,0@E<L4LpE?JaP019B0Ptr105Dj0b23Jc000,2*16|8|0|3160048|316|2|
|!AIVDM,2,1,9,A,8030ot1?0P6m70C<CO9B?oHHVU8F>00<<M>0ThF1=B0uE;JT000@4lT6,0*3D|!AIVDM,2,2,9,A,0@E<L4LpE?JaP019B0Ptr105Dj0b23Jc000,2*1D|8|0|3160048|316|2|
|!AIVDM,2,1,3,A,8030otA?0P6m70C<CO9B?oHHVU8F>00<<M>0ThF1=B0uE;JT000@4lT6,0*47|!AIVDM,2,2,3,A,0@E<L4LpE?JaP019B0Ptr105Dj0b23Jc000,2*17|8|0|3160049|316|2|
|!AIVDM,2,1,1,A,8h3OwjQ?0P6m70C<CO2?koRVP5;r<P0P59HE=B1=0U8UB3JV0004hLt<,0*56|!AIVDM,2,2,1,A,4p4@622223JV0004hLtl61<5DiB223JW000,2*7B|8|3|3669962|316|2|
|!AIVDM,2,1,0,A,8030ot1?0P6m70C<CO2?koRVP5;r<P0P59HE=B1=0U8UB3JV0004hLt<4p4@,0*26|!AIVDM,2,2,0,A,622223JV0004hLtl61<5DiB223JW000,2*4A|8|0|3160048|316|2|
|!AIVDM,2,1,1,A,8030ot1?0P6m70C<CO9B?oHHVU8F>00<<M>0ThF1=B0uE;JT000@4lT60@E<,0*3C|!AIVDM,2,2,1,A,L4LpE?JaP019B0Ptr105Dj0b23Jc000,2*1C|8|0|3160048|316|2|
|!AIVDM,2,1,4,B,8030ot1?0P6m70C<CO9B?oHHVU8F>00<<M>0ThF1=B0uE;JT000@4lT6,0*33|!AIVDM,2,2,4,B,0@E<L4LpE?JaP019B0Ptr105Dj0b23Jc000,2*13|8|0|3160048|316|2|
|!AIVDM,2,1,8,B,8030ot1?0P6m70C<CO9B?oHHVU8F>00<<M>0ThF1=B0uE;JT000@4lT6,0*3F|!AIVDM,2,2,8,B,0@E<L4LpE?JaP019B0Ptr105Dj0b23Jc000,2*1F|8|0|3160048|316|2|
|!AIVDM,2,1,1,B,8030ot1?0P6m70C<CO9B?oHHVU8F>00<<M>0ThF1=B0uE;JT000@4lT6,0*36|!AIVDM,2,2,1,B,0@E<L4LpE?JaP019B0Ptr105Dj0b23Jc000,2*16|8|0|3160048|316|2|
|!AIVDM,2,1,5,B,8030otA?0P6m70C<CO2?loRRgU;l500P59HE=B1=0U8UB3JUP004hLtl,0*70|!AIVDM,2,2,5,B,61<5DiB223JVP004hLt<4p4@622223JVP00,2*2D|8|0|3160049|316|2|
|!AIVDM,2,1,6,A,8030ot1?0P6m70C<CO2?loRRgU;l500P59HE=B1=0U8UB3JUP004hLtl,0*00|!AIVDM,2,2,6,A,61<5DiB223JVP004hLt<4p4@622223JVP00,2*2D|8|0|3160048|316|2|
|!AIVDM,2,1,0,A,8030ot1?0P6m70C<CO2?loRRgU;l500P59HE=B1=0U8UB3JUP004hLtl,0*06|!AIVDM,2,2,0,A,61<5DiB223JVP004hLt<4p4@622223JVP00,2*2B|8|0|3160048|316|2|
|!AIVDM,2,1,9,A,8030ot1?0P6m70C<CO2?loRRgU;l500P59HE=B1=0U8UB3JUP004hLtl,0*0F|!AIVDM,2,2,9,A,61<5DiB223JVP004hLt<4p4@622223JVP00,2*22|8|0|3160048|316|2|
|!AIVDM,2,1,2,A,8030ot1?0P6m70C<CO2?loRRgU;l500P59HE=B1=0U8UB3JUP004hLtl,0*04|!AIVDM,2,2,2,A,61<5DiB223JVP004hLt<4p4@622223JVP00,2*29|8|0|3160048|316|2|
|!AIVDM,2,1,1,A,8030otA?0P6m70C<CO2?loRRgU;l500P59HE=B1=0U8UB3JUP004hLtl,0*77|!AIVDM,2,2,1,A,61<5DiB223JVP004hLt<4p4@622223JVP00,2*2A|8|0|3160049|316|2|
|!AIVDM,2,1,7,B,8030ot1?0P6m70C<CO2?loRRgU;l500P59HE=B1=0U8UB3JUP004hLtl,0*02|!AIVDM,2,2,7,B,61<5DiB223JVP004hLt<4p4@622223JVP00,2*2F|8|0|3160048|316|2|
|!AIVDM,2,1,4,B,8030ot1?0P6m70C<CO2?loRRgU;l500P59HE=B1=0U8UB3JUP004hLtl,0*01|!AIVDM,2,2,4,B,61<5DiB223JVP004hLt<4p4@622223JVP00,2*2C|8|0|3160048|316|2|
|!AIVDM,2,1,2,B,8030ot1?0P6m70C<CO9B?oHHVU8F>00<<M>0ThF1=B0uE;JT000@4lT60@E<,0*3C|!AIVDM,2,2,2,B,L4LpE?JaP019B0Ptr105Dj0b23Jc000,2*1C|8|0|3160048|316|2|
|!AIVDM,2,1,3,B,8030otA?0P6m70C<CO9B?oHHVU8F>00<<M>0ThF1=B0uE;JT000@4lT60@E<,0*4D|!AIVDM,2,2,3,B,L4LpE?JaP019B0Ptr105Dj0b23Jc000,2*1D|8|0|3160049|316|2|
|!AIVDM,2,1,4,A,8030ot1?0P6m70C<CO2?loRRgU;l500P59HE=B1=0U8UB3JUP004hLtl61<5,0*0C|!AIVDM,2,2,4,A,DiB223JVP004hLt<4p4@622223JVP00,2*21|8|0|3160048|316|2|
|!AIVDM,2,1,5,A,8030otA?0P6m70C<CO2?loRRgU;l500P59HE=B1=0U8UB3JUP004hLtl61<5,0*7D|!AIVDM,2,2,5,A,DiB223JVP004hLt<4p4@622223JVP00,2*20|8|0|3160049|316|2|
