NMEA|NMEA|NMEA|MSG|REPEAT|MMSI|DAC|FID|
|!AIVDM,2,1,7,A,8@2<HV@0BkK1dhau72VGQ0d`TJWtOweBwwwwwwwwwwwwwwwwwwwwwwww,0*12|!AIVDM,2,2,7,A,wt0,2*20|8|1|2300057|1|11|
|!AIVDM,2,1,9,A,8@2<HV@0BkK1dhau72VGQ0d`TJWtOweBwwwwwwwwwwwwwwwwwwwwwwww,0*1C|!AIVDM,2,2,9,A,wt0,2*2E|8|1|2300057|1|11|
|!AIVDM,2,1,2,B,8>lEM=00Bj08b3cq:bboQ0l:QpPFP0<p000000000000000000000000,0*51|!AIVDM,2,2,2,B,000,2*25|8|0|994401588|1|11|
|!AIVDM,2,1,4,B,8>lEM<h0Bj06FSd;uRboRQTmV8Rmh0=8000000000000000000000000,0*6C|!AIVDM,2,2,4,B,000,2*23|8|0|994401587|1|11|
|!AIVDM,2,1,7,A,8@2<HW@0BkhN`0dq32VH0hTj`rF97we>wwwwwwwwwwwwwwwwwwwwwwww,0*4E|!AIVDM,2,2,7,A,wt0,2*20|8|1|2300061|1|11|
||!AIVDM,1,1,,A,8@2<HW@0BkhN`0dq32VH0hTj`rF97we>wwwwwwwwwwwwwwwwwwwwwwwwwt0,2*4B|8|1|2300061|1|11|
|!AIVDM,2,1,0,A,8@2<HW@0BkhN`0dq32VH0hTj`rF97we>wwwwwwwwwwwwwwwwwwwwwwww,0*49|!AIVDM,2,2,0,A,wt0,2*27|8|1|2300061|1|11|
|!AIVDM,2,1,6,A,8@2<HW@0BkhN`0dq32VH0hTj`rF97we>wwwwwwwwwwwwwwwwwwwwwwww,0*4F|!AIVDM,2,2,6,A,wt0,2*21|8|1|2300061|1|11|
|!AIVDM,2,1,0,A,8030pJh0BjlQ?tNg2rVHOwwwwwwwwwwwwkOTIGwwwwwwwwwwwwwwwwww,0*64|!AIVDM,2,2,0,A,wwt,2*60|8|0|3160171|1|11|
||!AIVDM,1,1,,A,8030pJh0BjlQ?tNg2rVHOwwwwwwwwwwwwkOTIGwwwwwwwwwwwwwwwwwwwwt,2*21|8|0|3160171|1|11|
|!AIVDM,2,1,0,B,8030pJh0BjlQ?tNg2rVHOwwwwwwwwwwwwkOTIGwwwwwwwwwwwwwwwwww,0*67|!AIVDM,2,2,0,B,wwt,2*63|8|0|3160171|1|11|
||!AIVDM,1,1,,A,8030pJh0BjlQ?tNg2rVHOwwwwwwwwwwwwkOTIGwwwwwwwwwwwwwwwwwwwwv,2*23|8|0|3160171|1|11|
|!AIVDM,2,1,2,A,8>lEM:h0Bj0BgSd?l2boQi5NcPPE00=T0000K00000000000000000gP,0*31|!AIVDM,2,2,2,A,D@0,2*22|8|0|994401579|1|11|
|!AIVDM,2,1,3,A,8@2<HV@0BkLfrhhJWJVH2QQ38JOagweFwwwwwwwwwwwwwwwwwwwwwwww,0*58|!AIVDM,2,2,3,A,wt0,2*24|8|1|2300057|1|11|
|!AIVDM,2,1,7,B,8@2<HV@0BkLfrhhJWJVH2QQ38JOagweFwwww,0*5F|!AIVDM,2,2,7,B,wwwwwwwwwwwwwwwwwwwwwt0,2*23|8|1|2300057|1|11|
||!AIVDM,1,1,,A,8@2<HV@0BkLfrhhJWJVH2QQ38JOagweFwwwwwwwwwwwwwwwwwwwwwwwwwt0,2*59|8|1|2300057|1|11|
|!AIVDM,2,1,6,A,8@2<HV@0BkLfrhhJWJVH2QQ38JOagweFwwwwwwwwwwwwwwwwwwwwwwww,0*5D|!AIVDM,2,2,6,A,wt0,2*21|8|1|2300057|1|11|
|!AIVDM,2,1,1,A,8@2<HV@0BkLfrhhJWJVH2QQ38JOagweFwwwwwwwwwwwwwwwwwwwwwwww,0*5A|!AIVDM,2,2,1,A,wt0,2*26|8|1|2300057|1|11|
|!AIVDM,2,1,2,A,8@2<HV@0BkLfrhhJWJVH2QQ38JOagweFwwwwwwwwwwwwwwwwwwwwwwww,0*59|!AIVDM,2,2,2,A,wt0,2*25|8|1|2300057|1|11|
|!AIVDM,2,1,1,B,8@2<HV@0BkLfrhhJWJVH2QQ38JOagweFwwwwwwwwwwwwwwwwwwwwwwww,0*59|!AIVDM,2,2,1,B,wt0,2*25|8|1|2300057|1|11|
|!AIVDM,2,1,4,A,8@2<HV@0BkLfrhhJWJVH2QQ38JOagweFwwwwwwwwwwwwwwwwwwwwwwww,0*5F|!AIVDM,2,2,4,A,wt0,2*23|8|1|2300057|1|11|
|!AIVDM,2,1,9,B,8>k9g;P0Bjl2QdM5arVH10rUBPJ04A=gwkUwwwwwwwwwwwwwwwwwwwww,0*1E|!AIVDM,2,2,9,B,wwt,2*6A|8|0|993161006|1|11|
|!AIVDM,2,1,1,A,8>lEJvP0Bj96WkWjHJbo000000000000000000000000000000000000,0*4E|!AIVDM,2,2,1,A,000,2*25|8|0|994401018|1|11|
||!AIVDM,1,1,,A,8@2<HVh0BkQdbhW8wrVH0PI89bJ;wweFwwwwwwwwwwwwwwwwwwwwwwwwwt0,2*5D|8|1|2300059|1|11|
|!AIVDM,2,1,9,A,8@2<HVh0BkQdbhW8wrVH0PI89bJ;wweFwwwwwwwwwwwwwwwwwwwwwwww,0*56|!AIVDM,2,2,9,A,wt0,2*2E|8|1|2300059|1|11|
|!AIVDM,2,1,3,A,8@2<HVh0BkQdbhW8wrVH0PI89bJ;wweFwwwwwwwwwwwwwwwwwwwwwwww,0*5C|!AIVDM,2,2,3,A,wt0,2*24|8|1|2300059|1|11|
|!AIVDM,2,1,2,B,8@2<HVh0BkQdbhW8wrVH0PI89bJ;wweFwwww,0*5E|!AIVDM,2,2,2,B,wwwwwwwwwwwwwwwwwwwwwt0,2*26|8|1|2300059|1|11|
|!AIVDM,2,1,2,B,8>lEK5@0Bj8whkWh?bbo000000000000000000000000000000000000,0*3E|!AIVDM,2,2,2,B,000,2*25|8|0|994401045|1|11|
|!AIVDM,2,1,2,A,8>lEU1h0Bj47bSe?qRbp000000000000000000000000000000000000,0*75|!AIVDM,2,2,2,A,000,2*26|8|0|994403591|1|11|
|!AIVDM,2,1,4,B,8>lEM=00Bj08b3cq:bboQ0l:QpPFP0<p000000000000000000000000,0*57|!AIVDM,2,2,4,B,000,2*23|8|0|994401588|1|11|
|!AIVDM,2,1,6,A,8>lEM<h0Bj06FSd;uRboRQTmV8Rmh0=8000000000000000000000000,0*6D|!AIVDM,2,2,6,A,000,2*22|8|0|994401587|1|11|
|!AIVDM,2,1,8,A,8>lEM:h0Bj0BgSd?l2boQi5NcPPE00=T0000K00000000000000000gP,0*3B|!AIVDM,2,2,8,A,D@0,2*28|8|0|994401579|1|11|
|!AIVDM,2,1,4,A,8>lEJvP0Bj96WkWjHJbpP00000000000000000000000000000000000,0*34|!AIVDM,2,2,4,A,000,2*20|8|0|994401018|1|11|
||!AIVDM,1,1,,A,8@2<HVh0BkJs3PW842VHP@@@bb`KOwe>wwwwwwwwwwwwwwwwwwwwwwwwwt0,2*7B|8|1|2300059|1|11|
|!AIVDM,2,1,5,A,8@2<HVh0BkJs3PW842VHP@@@bb`KOwe>wwwwwwwwwwwwwwwwwwwwwwww,0*7C|!AIVDM,2,2,5,A,wt0,2*22|8|1|2300059|1|11|
|!AIVDM,2,1,6,A,8@2<HVh0BkJs3PW842VHP@@@bb`KOwe>wwwwwwwwwwwwwwwwwwwwwwww,0*7F|!AIVDM,2,2,6,A,wt0,2*21|8|1|2300059|1|11|
|!AIVDM,2,1,1,A,8>lEU1h0Bj47bSe?qJbpP00000000000000000000000000000000000,0*0E|!AIVDM,2,2,1,A,000,2*25|8|0|994403591|1|11|
|!AIVDM,2,1,8,A,8@2<HV@0BkK1dhau72VHQ0dVTJWdOweBwwwwwwwwwwwwwwwwwwwwwwww,0*34|!AIVDM,2,2,8,A,wt0,2*2F|8|1|2300057|1|11|
||!AIVDM,1,1,,A,8@2<HV@0BkK1dhau72VHQ0dVTJWdOweBwwwwwwwwwwwwwwwwwwwwwwwwwt0,2*3E|8|1|2300057|1|11|
|!AIVDM,2,1,9,A,8@2<HV@0BkK1dhau72VHQ0dVTJWdOweBwwwwwwwwwwwwwwwwwwwwwwww,0*35|!AIVDM,2,2,9,A,wt0,2*2E|8|1|2300057|1|11|
|!AIVDM,2,1,0,A,8@2<HV@0BkK1dhau72VHQ0dVTJWdOweBwwwwwwwwwwwwwwwwwwwwwwww,0*3C|!AIVDM,2,2,0,A,wt0,2*27|8|1|2300057|1|11|
|!AIVDM,2,1,7,B,8@2<HV@0BkK1dhau72VHQ0dVTJWdOweBwwwwwwwwwwwwwwwwwwwwwwww,0*38|!AIVDM,2,2,7,B,wt0,2*23|8|1|2300057|1|11|
|!AIVDM,2,1,2,A,8@2<HV@0BkK1dhau72VHQ0dVTJWdOweBwwwwwwwwwwwwwwwwwwwwwwww,0*3E|!AIVDM,2,2,2,A,wt0,2*25|8|1|2300057|1|11|
|!AIVDM,2,1,3,A,8@2<HV@0BkK1dhau72VHQ0dVTJWdOweBwwwwwwwwwwwwwwwwwwwwwwww,0*3F|!AIVDM,2,2,3,A,wt0,2*24|8|1|2300057|1|11|
|!AIVDM,2,1,9,A,8>lEM=00Bj08bCcq:RbpQ0ThU`O680<p000000000000000000000000,0*7F|!AIVDM,2,2,9,A,000,2*2D|8|0|994401588|1|11|
|!AIVDM,2,1,2,B,8>lEM<h0Bj06FSd;uRboRQTmV8Rmh0=8000000000000000000000000,0*6A|!AIVDM,2,2,2,B,000,2*25|8|0|994401587|1|11|
||!AIVDM,1,1,,A,8@2<HW@0BkhN`0dq32VI0PLVWbFHwwe>wwwwwwwwwwwwwwwwwwwwwwwwwt0,2*40|8|1|2300061|1|11|
|!AIVDM,2,1,7,A,8@2<HW@0BkhN`0dq32VI0PLVWbFHwwe>wwwwwwwwwwwwwwwwwwwwwwww,0*45|!AIVDM,2,2,7,A,wt0,2*20|8|1|2300061|1|11|
|!AIVDM,2,1,6,A,8@2<HW@0BkhN`0dq32VI0PLVWbFHwwe>wwwwwwwwwwwwwwwwwwwwwwww,0*44|!AIVDM,2,2,6,A,wt0,2*21|8|1|2300061|1|11|
|!AIVDM,2,1,5,B,8@2<HW@0BkhN`0dq32VI0PLVWbFHwwe>wwww,0*44|!AIVDM,2,2,5,B,wwwwwwwwwwwwwwwwwwwwwt0,2*21|8|1|2300061|1|11|
|!AIVDM,2,1,4,A,8>lEM:h0Bj0Bgkd?l:bpQi5Nd@PE00=T0000C20000000000000000gh,0*3D|!AIVDM,2,2,4,A,D00,2*54|8|0|994401579|1|11|
|!AIVDM,2,1,6,A,8@2<HV@0BkLfrhhJWJVI2QQ88JOIWweFwwwwwwwwwwwwwwwwwwwwwwww,0*4F|!AIVDM,2,2,6,A,wt0,2*21|8|1|2300057|1|11|
||!AIVDM,1,1,,A,8@2<HV@0BkLfrhhJWJVI2QQ88JOIWweFwwwwwwwwwwwwwwwwwwwwwwwwwt0,2*4B|8|1|2300057|1|11|
|!AIVDM,2,1,7,B,8@2<HV@0BkLfrhhJWJVI2QQ88JOIWweFwwww,0*4D|!AIVDM,2,2,7,B,wwwwwwwwwwwwwwwwwwwwwt0,2*23|8|1|2300057|1|11|
|!AIVDM,2,1,0,B,8@2<HV@0BkLfrhhJWJVI2QQ88JOIWweFwwwwwwwwwwwwwwwwwwwwwwww,0*4A|!AIVDM,2,2,0,B,wt0,2*24|8|1|2300057|1|11|
|!AIVDM,2,1,6,B,8>lEJvP0Bj96WkWjHJbpP00000000000000000000000000000000000,0*35|!AIVDM,2,2,6,B,000,2*21|8|0|994401018|1|11|
||!AIVDM,1,1,,A,8@2<HVh0BkQdbhW8wrVI0PI69bJKwweFwwwwwwwwwwwwwwwwwwwwwwwwwt0,2*22|8|1|2300059|1|11|
|!AIVDM,2,1,8,A,8@2<HVh0BkQdbhW8wrVI0PI69bJKwweFwwwwwwwwwwwwwwwwwwwwwwww,0*28|!AIVDM,2,2,8,A,wt0,2*2F|8|1|2300059|1|11|
|!AIVDM,2,1,1,A,8>lEU1h0Bj47bSe?qJbq000000000000000000000000000000000000,0*6F|!AIVDM,2,2,1,A,000,2*25|8|0|994403591|1|11|
|!AIVDM,2,1,8,B,8>lEM;h0Bj03?kco=rbq1Ppd3hS6`0=T0000:D0000000000000000h0,0*64|!AIVDM,2,2,8,B,b00,2*7D|8|0|994401583|1|11|
|!AIVDM,2,1,1,A,8>lEM=00Bj08bCcq:RbpQ0ThU`O680<p000000000000000000000000,0*77|!AIVDM,2,2,1,A,000,2*25|8|0|994401588|1|11|
|!AIVDM,2,1,5,B,8>lEM<h0Bj06FCd;uRbq2ADpV`Rmp0=8000000000000000000000000,0*5E|!AIVDM,2,2,5,B,000,2*22|8|0|994401587|1|11|
|!AIVDM,2,1,7,A,8030pJh0BjlQ?tNg2rVIwwwwwwwwwwwwwkQT9Gwwwwwwwwwwwwwwwwww,0*34|!AIVDM,2,2,7,A,wwt,2*67|8|0|3160171|1|11|
|!AIVDM,2,1,4,A,8030pJh0BjlQ?tNg2rVIwwwwwwwwwwwwwkQT9Gwwwwwwwwwwwwwwwwww,0*37|!AIVDM,2,2,4,A,wwt,2*64|8|0|3160171|1|11|
||!AIVDM,1,1,,A,8030pJh0BjlQ?tNg2rVIwwwwwwwwwwwwwkQT9Gwwwwwwwwwwwwwwwwwwwwt,2*76|8|0|3160171|1|11|
|!AIVDM,2,1,1,B,8030pJh0BjlQ?tNg2rVIwwwwwwwwwwwwwkQT9Gwwwwwwwwwwwwwwwwww,0*31|!AIVDM,2,2,1,B,wwt,2*62|8|0|3160171|1|11|
|!AIVDM,2,1,2,A,8>lEM:h0Bj0Bgkd?l:bpQi5Nd@PE00=T0000C20000000000000000gh,0*3B|!AIVDM,2,2,2,A,D00,2*52|8|0|994401579|1|11|
|!AIVDM,2,1,7,A,8>k9g;P0Bjl2QdM5arVIQ0rPC8J@4AegwkUwwwwwwwwwwwwwwwwwwwww,0*36|!AIVDM,2,2,7,A,wwt,2*67|8|0|993161006|1|11|
|!AIVDM,2,1,8,A,8>lEJvP0Bj96WkWjHJbpP00000000000000000000000000000000000,0*38|!AIVDM,2,2,8,A,000,2*2C|8|0|994401018|1|11|
|!AIVDM,2,1,9,B,8>lEK5@0Bj8wi3Wh?RbpP00000000000000000000000000000000000,0*23|!AIVDM,2,2,9,B,000,2*2E|8|0|994401045|1|11|
||!AIVDM,1,1,,A,8@2<HVh0BkJs3PW842VIP@MUbR`KOwe>wwwwwwwwwwwwwwwwwwwwwwwwwt0,2*52|8|1|2300059|1|11|
|!AIVDM,2,1,2,A,8@2<HVh0BkJs3PW842VIP@MUbR`KOwe>wwwwwwwwwwwwwwwwwwwwwwww,0*52|!AIVDM,2,2,2,A,wt0,2*25|8|1|2300059|1|11|
|!AIVDM,2,1,0,A,8@2<HVh0BkJs3PW842VIP@MUbR`KOwe>wwwwwwwwwwwwwwwwwwwwwwww,0*50|!AIVDM,2,2,0,A,wt0,2*27|8|1|2300059|1|11|
|!AIVDM,2,1,1,A,8@2<HVh0BkJs3PW842VIP@MUbR`KOwe>wwwwwwwwwwwwwwwwwwwwwwww,0*51|!AIVDM,2,2,1,A,wt0,2*26|8|1|2300059|1|11|
|!AIVDM,2,1,9,A,8>lEU1h0Bj47bSe?qJbqP00000000000000000000000000000000000,0*07|!AIVDM,2,2,9,A,000,2*2D|8|0|994403591|1|11|
|!AIVDM,2,1,7,A,8>lEM;h0Bj03?Sco=rbqQPpb68S6P0=T0000;t0000000000000000h0,0*62|!AIVDM,2,2,7,A,b00,2*71|8|0|994401583|1|11|
|!AIVDM,2,1,3,B,8>lEM=00Bj08bCcq:RbpQ0ThU`O680<p000000000000000000000000,0*76|!AIVDM,2,2,3,B,000,2*24|8|0|994401588|1|11|
||!AIVDM,1,1,,A,8@2<HV@0BkK1dhau72VIQ0dSTJWdOweBwwwwwwwwwwwwwwwwwwwwwwwwwt0,2*3A|8|1|2300057|1|11|
|!AIVDM,2,1,5,A,8@2<HV@0BkK1dhau72VIQ0dSTJWdOweBwwwwwwwwwwwwwwwwwwwwwwww,0*3D|!AIVDM,2,2,5,A,wt0,2*22|8|1|2300057|1|11|
|!AIVDM,2,1,6,A,8@2<HV@0BkK1dhau72VIQ0dSTJWdOweBwwwwwwwwwwwwwwwwwwwwwwww,0*3E|!AIVDM,2,2,6,A,wt0,2*21|8|1|2300057|1|11|
|!AIVDM,2,1,7,A,8@2<HV@0BkK1dhau72VIQ0dSTJWdOweBwwwwwwwwwwwwwwwwwwwwwwww,0*3F|!AIVDM,2,2,7,A,wt0,2*20|8|1|2300057|1|11|
|!AIVDM,2,1,3,B,8@2<HV@0BkK1dhau72VIQ0dSTJWdOweBwwwwwwwwwwwwwwwwwwwwwwww,0*38|!AIVDM,2,2,3,B,wt0,2*27|8|1|2300057|1|11|
|!AIVDM,2,1,4,A,8>lEM<h0Bj06FCd;uRbq2ADpV`Rmp0=8000000000000000000000000,0*5C|!AIVDM,2,2,4,A,000,2*20|8|0|994401587|1|11|
||!AIVDM,1,1,,A,8@2<HW@0BkhN`0dq32VJ0PLQV2FHwwe>wwwwwwwwwwwwwwwwwwwwwwwwwt0,2*15|8|1|2300061|1|11|
|!AIVDM,2,1,7,A,8@2<HW@0BkhN`0dq32VJ0PLQV2FHwwe>wwwwwwwwwwwwwwwwwwwwwwww,0*10|!AIVDM,2,2,7,A,wt0,2*20|8|1|2300061|1|11|
|!AIVDM,2,1,2,A,8@2<HW@0BkhN`0dq32VJ0PLQV2FHwwe>wwwwwwwwwwwwwwwwwwwwwwww,0*15|!AIVDM,2,2,2,A,wt0,2*25|8|1|2300061|1|11|
|!AIVDM,2,1,6,B,8@2<HW@0BkhN`0dq32VJ0PLQV2FHwwe>wwww,0*12|!AIVDM,2,2,6,B,wwwwwwwwwwwwwwwwwwwwwt0,2*22|8|1|2300061|1|11|
|!AIVDM,2,1,1,A,8@2<HW@0BkhN`0dq32VJ0PLQV2FHwwe>wwwwwwwwwwwwwwwwwwwwwwww,0*16|!AIVDM,2,2,1,A,wt0,2*26|8|1|2300061|1|11|
|!AIVDM,2,1,9,A,8>lEM:h0Bj0Bgkd?l:br21=Sc8PDh0=T0000bE0000000000000000gP,0*54|!AIVDM,2,2,9,A,D00,2*59|8|0|994401579|1|11|
||!AIVDM,1,1,,A,8@2<HV@0BkLfrhhJWJVJ2AQ<8JO9gweFwwwwwwwwwwwwwwwwwwwwwwwwwt0,2*1C|8|1|2300057|1|11|
|!AIVDM,2,1,7,A,8@2<HV@0BkLfrhhJWJVJ2AQ<8JO9gweFwwwwwwwwwwwwwwwwwwwwwwww,0*19|!AIVDM,2,2,7,A,wt0,2*20|8|1|2300057|1|11|
|!AIVDM,2,1,8,A,8@2<HV@0BkLfrhhJWJVJ2AQ<8JO9gweFwwwwwwwwwwwwwwwwwwwwwwww,0*16|!AIVDM,2,2,8,A,wt0,2*2F|8|1|2300057|1|11|
|!AIVDM,2,1,2,B,8@2<HV@0BkLfrhhJWJVJ2AQ<8JO9gweFwwwwwwwwwwwwwwwwwwwwwwww,0*1F|!AIVDM,2,2,2,B,wt0,2*26|8|1|2300057|1|11|
|!AIVDM,2,1,2,B,8>lEJvP0Bj96WkWjHJbqP00000000000000000000000000000000000,0*30|!AIVDM,2,2,2,B,000,2*25|8|0|994401018|1|11|
|!AIVDM,2,1,9,A,8@2<HV@0BkLfrhhJWJVJ2AQ<8JO9gweFwwwwwwwwwwwwwwwwwwwwwwww,0*17|!AIVDM,2,2,9,A,wt0,2*2E|8|1|2300057|1|11|
|!AIVDM,2,1,4,A,8@2<HVh0BkQdbhW8wrVJ0PI38bJKwweFwwwwwwwwwwwwwwwwwwwwwwww,0*23|!AIVDM,2,2,4,A,wt0,2*23|8|1|2300059|1|11|
||!AIVDM,1,1,,A,8@2<HVh0BkQdbhW8wrVJ0PI38bJKwweFwwwwwwwwwwwwwwwwwwwwwwwwwt0,2*25|8|1|2300059|1|11|
|!AIVDM,2,1,9,A,8@2<HVh0BkQdbhW8wrVJ0PI38bJKwweFwwwwwwwwwwwwwwwwwwwwwwww,0*2E|!AIVDM,2,2,9,A,wt0,2*2E|8|1|2300059|1|11|
|!AIVDM,2,1,3,A,8@2<HVh0BkQdbhW8wrVJ0PI38bJKwweFwwwwwwwwwwwwwwwwwwwwwwww,0*24|!AIVDM,2,2,3,A,wt0,2*24|8|1|2300059|1|11|
|!AIVDM,2,1,0,A,8@2<HVh0BkQdbhW8wrVJ0PI38bJKwweFwwwwwwwwwwwwwwwwwwwwwwww,0*27|!AIVDM,2,2,0,A,wt0,2*27|8|1|2300059|1|11|
|!AIVDM,2,1,2,A,8>lEU1h0Bj47bSe?qRbr000000000000000000000000000000000000,0*77|!AIVDM,2,2,2,A,000,2*26|8|0|994403591|1|11|
|!AIVDM,2,1,6,A,8>lEM=00Bj08bCcq:Rbr0hU6`@Nn@0<p000000000000000000000000,0*20|!AIVDM,2,2,6,A,000,2*22|8|0|994401588|1|11|
|!AIVDM,2,1,1,A,8>lEM<h0Bj06FSd;uRbr2QTqV`RV00=8000000000000000000000000,0*30|!AIVDM,2,2,1,A,000,2*25|8|0|994401587|1|11|
|!AIVDM,2,1,4,A,8>lEJvP0Bj96WkWjHJbqP00000000000000000000000000000000000,0*35|!AIVDM,2,2,4,A,000,2*20|8|0|994401018|1|11|
|!AIVDM,2,1,2,A,8>lEU1h0Bj47bCe?qJbrP00000000000000000000000000000000000,0*1F|!AIVDM,2,2,2,A,000,2*26|8|0|994403591|1|11|
|!AIVDM,2,1,8,A,8@2<HVh0BkJs3PW842VJPPMI`R`KOweBwwwwwwwwwwwwwwwwwwwwwwww,0*29|!AIVDM,2,2,8,A,wt0,2*2F|8|1|2300059|1|11|
||!AIVDM,1,1,,A,8@2<HVh0BkJs3PW842VJPPMI`R`KOweBwwwwwwwwwwwwwwwwwwwwwwwwwt0,2*23|8|1|2300059|1|11|
|!AIVDM,2,1,3,A,8@2<HVh0BkJs3PW842VJPPMI`R`KOweBwwwwwwwwwwwwwwwwwwwwwwww,0*22|!AIVDM,2,2,3,A,wt0,2*24|8|1|2300059|1|11|
|!AIVDM,2,1,4,A,8@2<HVh0BkJs3PW842VJPPMI`R`KOweBwwwwwwwwwwwwwwwwwwwwwwww,0*25|!AIVDM,2,2,4,A,wt0,2*23|8|1|2300059|1|11|
|!AIVDM,2,1,5,A,8@2<HVh0BkJs3PW842VJPPMI`R`KOweBwwwwwwwwwwwwwwwwwwwwwwww,0*24|!AIVDM,2,2,5,A,wt0,2*22|8|1|2300059|1|11|
|!AIVDM,2,1,9,A,8@2<HVh0BkJs3PW842VJPPMI`R`KOweBwwwwwwwwwwwwwwwwwwwwwwww,0*28|!AIVDM,2,2,9,A,wt0,2*2E|8|1|2300059|1|11|
|!AIVDM,2,1,1,A,8>lEM=00Bj08bCcq:Rbr0hU6`@Nn@0<p000000000000000000000000,0*27|!AIVDM,2,2,1,A,000,2*25|8|0|994401588|1|11|
||!AIVDM,1,1,,A,8@2<HV@0BkK1dhau72VJQ0dLTJWtOweBwwwwwwwwwwwwwwwwwwwwwwwwwt0,2*36|8|1|2300057|1|11|
|!AIVDM,2,1,3,A,8@2<HV@0BkK1dhau72VJQ0dLTJWtOweBwwwwwwwwwwwwwwwwwwwwwwww,0*37|!AIVDM,2,2,3,A,wt0,2*24|8|1|2300057|1|11|
|!AIVDM,2,1,5,B,8@2<HV@0BkK1dhau72VJQ0dLTJWtOweBwwww,0*32|!AIVDM,2,2,5,B,wwwwwwwwwwwwwwwwwwwwwt0,2*21|8|1|2300057|1|11|
|!AIVDM,2,1,4,A,8@2<HV@0BkK1dhau72VJQ0dLTJWtOweBwwwwwwwwwwwwwwwwwwwwwwww,0*30|!AIVDM,2,2,4,A,wt0,2*23|8|1|2300057|1|11|
|!AIVDM,2,1,5,A,8@2<HV@0BkK1dhau72VJQ0dLTJWtOweBwwwwwwwwwwwwwwwwwwwwwwww,0*31|!AIVDM,2,2,5,A,wt0,2*22|8|1|2300057|1|11|
|!AIVDM,2,1,6,A,8@2<HV@0BkK1dhau72VJQ0dLTJWtOweBwwwwwwwwwwwwwwwwwwwwwwww,0*32|!AIVDM,2,2,6,A,wt0,2*21|8|1|2300057|1|11|
|!AIVDM,2,1,3,A,8>lEM<h0Bj06FSd;uRbr2QTqV`RV00=8000000000000000000000000,0*32|!AIVDM,2,2,3,A,000,2*27|8|0|994401587|1|11|
||!AIVDM,1,1,,B,8030pJh0BjlQ?tNg2rVKOwwwwwwwwwwwwkQT9Gwwwwwwwwwwwwwwwwwwwwt,2*4F|8|0|3160171|1|11|
||!AIVDM,1,1,,A,8@2<HW@0BkhN`0dq32VK0hTVWjFHwwe>wwwwwwwwwwwwwwwwwwwwwwwwwt0,2*6A|8|1|2300061|1|11|
||!AIVDM,1,1,,B,8030pJh0BjlQ?tNg2rVKOwwwwwwwwwwwwkQT9Gwwwwwwwwwwwwwwwwwwwww,2*4C|8|0|3160171|1|11|
|!AIVDM,2,1,5,A,8@2<HW@0BkhN`0dq32VK0hTVWjFHwwe>wwwwwwwwwwwwwwwwwwwwwwww,0*6D|!AIVDM,2,2,5,A,wt0,2*22|8|1|2300061|1|11|
|!AIVDM,2,1,6,A,8@2<HW@0BkhN`0dq32VK0hTVWjFHwwe>wwwwwwwwwwwwwwwwwwwwwwww,0*6E|!AIVDM,2,2,6,A,wt0,2*21|8|1|2300061|1|11|
|!AIVDM,2,1,6,A,8030pJh0BjlQ?tNg2rVKOwwwwwwwwwwwwkQT9Gwwwwwwwwwwwwwwwwww,0*0F|!AIVDM,2,2,6,A,wwt,2*66|8|0|3160171|1|11|
|!AIVDM,2,1,0,A,8@2<HW@0BkhN`0dq32VK0hTVWjFHwwe>wwwwwwwwwwwwwwwwwwwwwwww,0*68|!AIVDM,2,2,0,A,wt0,2*27|8|1|2300061|1|11|
||!AIVDM,1,1,,A,8030pJh0BjlQ?tNg2rVKOwwwwwwwwwwwwkQT9Gwwwwwwwwwwwwwwwwwwwwt,2*4C|8|0|3160171|1|11|
|!AIVDM,2,1,0,A,8030pJh0BjlQ?tNg2rVKOwwwwwwwwwwwwkQT9Gwwwwwwwwwwwwwwwwww,0*09|!AIVDM,2,2,0,A,wwt,2*60|8|0|3160171|1|11|
|!AIVDM,2,1,3,A,8030pJh0BjlQ?tNg2rVKOwwwwwwwwwwwwkQT9GwwwwwwwwwwwwwwwwwwwwwM,0*30|!AIVDM,2,2,3,A,KWp,2*7B|8|0|3160171|1|11|
||!AIVDM,1,1,,A,8030pJh0BjlQ?tNg2rVKOwwwwwwwwwwwwkQT9Gwwwwwwwwwwwwwwwwwwwww,2*4F|8|0|3160171|1|11|
|!AIVDM,2,1,1,B,8>lEM:h0Bj0Bgkd?l:bs21=Eb`PDh0=T0000a;0000000000000000gP,0*6C|!AIVDM,2,2,1,B,D@0,2*22|8|0|994401579|1|11|
|!AIVDM,2,1,6,A,8>lEJvP0Bj96WkWjHJbs000000000000000000000000000000000000,0*55|!AIVDM,2,2,6,A,000,2*22|8|0|994401018|1|11|
||!AIVDM,1,1,,B,8>k9g;P0Bjl2QdM5arVK1A2JBpJh4B=gwkUwwwwwwwwwwwwwwwwwwwwwwwt,2*04|8|0|993161006|1|11|
|!AIVDM,2,1,2,B,8>k9g;P0Bjl2QdM5arVK1A2JBpJh4B=gwkUwwwwwwwwwwwwwwwwwwwww,0*43|!AIVDM,2,2,2,B,wwt,2*61|8|0|993161006|1|11|
|!AIVDM,2,1,8,B,8>lEK5@0Bj8wi3Wh?Rbs000000000000000000000000000000000000,0*41|!AIVDM,2,2,8,B,000,2*2F|8|0|994401045|1|11|
||!AIVDM,1,1,,A,8@2<HV@0BkLfrhhJWJVK2AQ:8JNqoweFwwwwwwwwwwwwwwwwwwwwwwwwwt0,2*5A|8|1|2300057|1|11|
